1,Royal Bank of Canada,,,2023-10-13 11:00:06,'2023-10-30 12:43:01'),lender_type,asset_specializations,is_land_lender,is_construction_lender,is_commercial_lender
396,First Commercial Bank,firstcommercialbk.com,,2023-12-02 13:34:35,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
430,Coast Capital Savings Federfal Credit Unio,,,2023-10-13 11:00:46,'2023-10-30 12:43:01'),Private Lender,commercial,0,0,1
466,Wexford Commercial Developments (Blackburn) Ltd,,,2023-10-13 11:00:54,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
484,Desjardins Credit Union Inc,,,2023-10-13 11:00:56,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
495,"GMAC Commercial Mortgage of Canada, Ltd",,,2023-10-13 11:00:58,'2023-10-30 12:43:01'),Major Bank,commercial|residential,0,0,1
537,Ganaraska Credit Union Ltd,ganaraskacu.com,,2023-12-02 13:34:24,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
655,SLC Management Canadian Commercial Mortgage Fund,,,2023-10-13 11:12:00,'2023-10-30 12:43:01'),Other,commercial|residential,0,0,1
657,Crestpoint Real Estate (234 Laurier) Inc,,,2023-10-13 11:12:00,'2023-10-30 12:43:01'),Other,commercial,0,0,1
697,Timbercreek Canadian Multi-Residential V GP,,,2023-10-13 11:12:10,'2023-10-30 12:43:01'),Other,commercial|residential,0,0,1
754,Pathwise Credit Union Ltd,,,2023-10-13 11:12:18,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
796,Concrete Capital Group GP Inc,,,2023-10-13 11:13:58,'2023-10-30 12:43:01'),Private Lender,commercial,0,0,1
801,Northern Credit Union Ltd,,,2023-10-13 11:13:58,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
825,Kawartha Credit Union Ltd,kawarthacu.com,,2023-12-02 13:34:29,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
846,Lighthouse Credit Union Ltd,,,2023-10-13 11:14:12,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
860,Italian Canadian Savings &amp; Credit Unio,,,2023-10-13 11:14:13,'2023-10-30 12:43:01'),Other,commercial,0,0,1
878,Sudbury Credit Union Ltd,sudburycu.com,,2023-12-02 13:34:29,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
956,Copperfin Credit Union Ltd,,,2023-10-13 11:15:01,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
958,Moya Financial Credit Union Ltd,moyafinancial.ca,,2023-12-02 13:34:30,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
1087,Caisse Desjardins Ontario Credit Unions Inc,,,2023-10-13 11:15:48,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
1196,J &amp; L Deelstra Acres Inc,,,2023-10-13 11:16:52,'2023-10-30 12:43:01'),Other,commercial,0,0,1
1217,Alcona Acres Inc,,,2023-10-13 11:16:57,'2023-10-30 12:43:01'),Other,commercial,0,0,1
1296,Windsron Family Credit Union Ltd,,,2023-10-13 11:18:20,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
1308,245 Creditstone Rd Ltd,,,2023-10-13 11:18:23,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
1321,Black Creek Sporthorses Inc,,,2023-10-13 11:18:28,'2023-10-30 12:43:01'),Other,commercial,0,0,1
1344,Fengate Commercial Income Fund GP Inc,,,2023-10-13 11:18:33,'2023-10-30 12:43:01'),Other,commercial,0,0,1
1364,Parama Credit Union Ltd,,,2023-10-21 20:03:30,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
1378,Huigen Acres Inc,,,2023-10-21 20:03:32,'2023-10-30 12:43:01'),Other,commercial,0,0,1
1461,Creemore Financial Ltd,,,2023-10-23 20:28:03,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
1462,Crerar Silverside Cor,,,2023-10-23 20:28:03,'2023-10-30 12:43:01'),Other,commercial,0,0,1
1481,Toyota Credit Canada Inc,,,2023-10-24 14:27:32,'2023-10-30 12:43:01'),Other,commercial,0,0,1
1490,Mattamy (Credit River) Ltd,,,2023-10-24 14:27:33,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
1515,Skyline Commercial Real Estate Holdings Inc,,,2023-10-24 14:27:57,'2023-10-30 12:43:01'),Private Lender,commercial,0,0,1
1724,Timbercreek VA (Canada) GP Inc,,,2023-10-26 19:27:50,'2023-10-30 12:43:01'),Other,commercial,0,0,1
1725,Timbercreek VA (Europe) GP Inc,,,2023-10-26 19:27:50,'2023-10-30 12:43:01'),Other,commercial,0,0,1
1735,Central 1 Credit Unio,central1.com,,2023-12-02 13:42:03,'2023-10-30 12:43:01'),Other,commercial,0,0,1
1737,Castor Creek Inc,,,2023-10-26 19:27:52,'2023-10-30 12:43:01'),Other,commercial,0,0,1
1746,Casse Desjardins Ontario Credit Union Inc,,,2023-10-26 19:28:10,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
1824,Reitano Concrete Ltd,,,2023-10-29 16:29:07,'2023-10-30 12:43:01'),Major Bank,commercial,0,0,1
1861,Timbercreek Trossacks Inc,,,2023-10-29 16:57:17,'2023-10-30 12:43:01'),Other,commercial,0,0,1
1864,Industrial and Commercial Bank of China (Canada),,,2023-10-29 16:57:18,'2023-10-30 12:43:01'),Major Bank,commercial|industrial,0,0,1
1881,Timbercreek 4Q MR V GP Inc,,,2023-11-01 16:28:55,'2023-11-01 16:28:55'),Other,commercial,0,0,1
2019,Italian Canadian Savings &amp; Credit Union Ltd,,,2023-11-02 18:15:46,'2023-11-02 18:15:46'),Major Bank,commercial,0,0,1
2066,Pace Savings &amp; Credit Union Ltd,,,2023-11-04 16:35:55,'2023-11-04 16:35:55'),Major Bank,commercial,0,0,1
2152,Art&#039;s Recreation Centre Ltd,,,2023-11-04 16:36:18,'2023-11-04 16:36:18'),Major Bank,commercial,0,0,1
2169,Crew Properties Ltd,,,2023-11-06 12:07:01,'2023-11-06 12:07:01'),Major Bank,commercial,0,0,1
2182,Alterna Savings and Credit Unio,,,2023-11-06 12:07:04,'2023-11-06 12:07:04'),Other,commercial,0,0,1
2183,Communication Technologies Credit Unio,,,2023-11-06 12:07:04,'2023-11-06 12:07:04'),Other,commercial,0,0,1
2185,VW Credit Canada Inc,vwcredit.com,,2023-12-02 14:02:23,'2023-11-06 12:07:05'),Other,commercial,0,0,1
2196,Communication Technologies Credit Union Ltd,,,2023-11-06 12:07:08,'2023-11-06 12:07:08'),Major Bank,commercial,0,0,1
2245,Hald-Nor Community Credit Union Ltd,,,2023-11-06 12:07:21,'2023-11-06 12:07:21'),Major Bank,commercial,0,0,1
2276,1615 Dundas St E Commercial Centre Inc,,,2023-11-06 12:07:31,'2023-11-06 12:07:31'),Other,commercial,0,0,1
2300,Libro Credit Unio,,,2023-11-06 12:07:37,'2023-11-06 12:07:37'),Other,commercial,0,0,1
2335,Mega International Commercial Bank (Canada),megabank.com.tw,,2024-04-16 14:52:13,'2023-11-07 11:35:42'),Major Bank,commercial,0,0,1
2369,K &amp; H Creek Investments Ltd,,,2023-11-07 11:35:49,'2023-11-07 11:35:49'),Major Bank,commercial,0,0,1
2377,Italian Savings &amp; Credit Union Ltd,,,2023-11-07 11:35:52,'2023-11-07 11:35:52'),Major Bank,commercial,0,0,1
2391,Cookhaven Acres Ltd,,,2023-11-07 11:35:54,'2023-11-07 11:35:54'),Major Bank,commercial,0,0,1
2465,Frontline Financial Credit Union Ltd,,,2023-11-10 12:57:24,'2023-11-10 12:57:24'),Major Bank,commercial,0,0,1
2656,Majesty Commercial Properties Inc,,,2023-11-14 19:35:01,'2023-11-14 19:35:01'),Development Company,commercial,0,0,1
2667,Resurrection Credit Union Ltd,,,2023-11-14 19:35:04,'2023-11-14 19:35:04'),Major Bank,commercial,0,0,1
2709,Talka Credit Union Ltd,,,2023-11-14 19:35:18,'2023-11-14 19:35:18'),Major Bank,commercial,0,0,1
2810,Mainstreete Credit Union Ltd,,,2023-11-17 16:40:31,'2023-11-17 16:40:31'),Major Bank,commercial,0,0,1
2850,Credit Valley Steel Products Inc,,,2023-11-17 16:40:47,'2023-11-17 16:40:47'),Other,commercial,0,0,1
2861,Northern Birch Credit Union Ltd,,,2023-11-17 16:40:52,'2023-11-17 16:40:52'),Major Bank,commercial,0,0,1
2964,Connect First Credit Union Ltd,,,2023-11-17 16:41:34,'2023-11-17 16:41:34'),Major Bank,commercial,0,0,1
2980,Rivercrew Properties Inc,,,2023-11-17 16:41:39,'2023-11-17 16:41:39'),Development Company,commercial,0,0,1
3109,I-On-X Acre,,,2023-11-24 21:40:59,'2023-11-24 21:40:59'),Other,commercial,0,0,1
3159,Coast Capital Savings Credit Unio,coastcapitalsavings.com,,2024-04-16 14:52:13,'2023-11-25 11:20:32'),Private Lender,commercial,0,0,1
3188,Comtech Fire Credit Union Ltd,,,2023-11-27 10:48:37,'2023-11-27 10:48:37'),Major Bank,commercial,0,0,1
3204,Luseland Credit Union Ltd,,,2023-11-27 10:48:43,'2023-11-27 10:48:43'),Major Bank,land|commercial,1,0,1
3207,Ford Credit Canada Co,,,2023-11-27 10:48:44,'2023-11-27 10:48:44'),Other,commercial,0,0,1
3336,Stoney Creek Centre Inc,,,2023-11-27 10:49:27,'2023-11-27 10:49:27'),Other,commercial,0,0,1
3545,Niagara Credit Union Ltd,,,2023-11-30 12:57:05,'2023-11-30 12:57:05'),Major Bank,commercial,0,0,1
3573,United Communities Credit Union Ltd,,,2023-11-30 12:57:11,'2023-11-30 12:57:11'),Major Bank,commercial,0,0,1
3584,Estonian (Toronto) Credit Union Ltd,,,2023-11-30 12:57:12,'2023-11-30 12:57:12'),Major Bank,commercial,0,0,1
3586,St Stanislaus - St Casimir&#039;s Polish Parishes Credit Union Ltd,,,2023-11-30 12:57:12,'2023-11-30 12:57:12'),Major Bank,commercial,0,0,1
3639,Community First Credit Union Ltd,,,2023-11-30 12:57:18,'2023-11-30 12:57:18'),Major Bank,commercial,0,0,1
3663,Credit Union Central of Ontario Ltd,,,2023-11-30 12:57:24,'2023-11-30 12:57:24'),Major Bank,commercial,0,0,1
3684,OM Recreation Inc,,,2023-11-30 12:57:29,'2023-11-30 12:57:29'),Other,commercial,0,0,1
3685,Canadian Commercial Investment Cor,,,2023-11-30 12:57:29,'2023-11-30 12:57:29'),Other,commercial,0,0,1
3702,Hamilton Teachers&#039; Credit Union Ltd,,,2023-11-30 12:57:31,'2023-11-30 12:57:31'),Major Bank,commercial,0,0,1
3705,Sydenham Community Credit Union Ltd,,,2023-11-30 12:57:31,'2023-11-30 12:57:31'),Major Bank,commercial,0,0,1
3769,Sylvanacre Properties Ltd,,,2023-11-30 12:57:47,'2023-11-30 12:57:47'),Major Bank,commercial,0,0,1
3795,Your Credit Union Ltd,,,2023-11-30 12:57:55,'2023-11-30 12:57:55'),Major Bank,commercial,0,0,1
3802,Buduchnist Credit Union Ltd,,,2023-11-30 12:57:57,'2023-11-30 12:57:57'),Major Bank,commercial,0,0,1
3939,Banyan Creek Management Inc,,,2023-12-03 16:44:59,'2023-12-03 16:44:59'),Other,commercial,0,0,1
3986,Rapport Credit Union Ltd,,,2023-12-03 16:45:16,'2023-12-03 16:45:16'),Major Bank,commercial,0,0,1
3991,Concrete Investments Inc,,,2023-12-03 16:45:18,'2023-12-03 16:45:18'),Other,commercial,0,0,1
4070,West Hillcrest Holdings Inc,,,2023-12-05 17:46:08,'2023-12-05 17:46:08'),Private Lender,commercial,0,0,1
4158,SCREO I 6 Dawes Danforth GP Inc,,,2023-12-08 11:36:13,'2023-12-08 11:36:13'),Other,commercial,0,0,1
4262,Sun Life Canadian Commercial Mortgage GP Inc,,,2023-12-08 20:20:10,'2023-12-08 20:20:10'),Insurance Company,commercial|residential,0,0,1
4309,Hewitt Creek Farms Ltd,,,2023-12-08 20:20:38,'2023-12-08 20:20:38'),Major Bank,commercial|agricultural,0,0,1
4317,Sterling Group (Sheppard Commercial) Inc,,,2023-12-08 20:20:42,'2023-12-08 20:20:42'),Other,commercial,0,0,1
4336,Valley Creek Brampto,,,2023-12-11 14:00:16,'2023-12-11 14:00:16'),Other,commercial,0,0,1
4365,Alterna Saving and Credit Union Ltd,,,2023-12-11 14:00:27,'2023-12-11 14:00:27'),Major Bank,commercial,0,0,1
4484,Munden Acres Ltd,,,2024-01-23 16:26:12,'2024-01-23 16:26:12'),Major Bank,commercial,0,0,1
4490,Argo (Joshua Creek) Developments Ltd,,,2024-01-23 16:26:13,'2024-01-23 16:26:13'),Major Bank,commercial,0,0,1
4538,Crehoy Inc,,,2024-03-06 16:32:03,'2024-03-06 16:32:03'),Other,commercial,0,0,1
4560,Windsor Credit Union Ltd,,,2024-03-09 13:48:35,'2024-03-09 13:48:35'),Major Bank,commercial,0,0,1
4585,Southwest Regional Credit Union Ltd,,,2024-04-15 20:57:13,'2024-04-15 20:57:13'),Major Bank,commercial,0,0,1
4591,Farm Credit Corporatio,,,2024-04-15 20:57:20,'2024-04-15 20:57:20'),Other,commercial|agricultural,0,0,1
4601,Willow Creek Golf Clu,,,2024-04-16 02:20:57,'2024-04-16 02:20:57'),Other,commercial,0,0,1
4617,Argo (West Morrison Creek) Ltd,,,2024-04-16 02:21:05,'2024-04-16 02:21:05'),Major Bank,commercial,0,0,1
4766,Ontario Provincial Police Association Credit Union Ltd,,,2024-06-27 12:43:59,'2024-06-27 12:43:59'),Major Bank,commercial,0,0,1
4790,Joshua Creek Community Development,,,2024-06-27 12:44:09,'2024-06-27 12:44:09'),Development Company,commercial,0,0,1
4849,Crestpoint Real Estate (6941 Kennedy Road) Inc,,,2024-10-03 12:21:17,'2024-10-03 12:21:17'),Other,commercial,0,0,1
4887,Snowcrest Capital Cor,,,2024-10-28 14:52:08,'2024-10-28 14:52:08'),Private Lender,commercial,0,0,1
4918,Golfvest Communities (Sawmill Creek) Inc,,,2024-10-28 16:12:30,'2024-10-28 16:12:30'),Other,commercial,0,0,1
4922,Stoney Creek Community Homes Inc,,,2024-11-11 14:45:19,'2024-11-11 14:45:19'),Other,commercial,0,0,1
5017,Farm Credit Cor,,,2025-01-15 15:10:58,'2025-01-15 15:10:58'),Other,commercial|agricultural,0,0,1
5037,Auto Workers Community Credit Union Ltd,,,2025-02-02 15:08:05,'2025-02-02 15:08:05'),Major Bank,commercial,0,0,1
5072,Caise Desjardins Ontario Credit Union Inc,,,2025-07-30 14:43:36,'2025-07-30 14:43:36'),Major Bank,commercial,0,0,1
5084,Kawartha Credit Union  Ltd,,,2025-07-30 14:44:07,'2025-07-30 14:44:07'),Major Bank,commercial,0,0,1
5103,Caisse Desjardins Ontario Credit Union Ltd,,,2025-09-09 03:57:33,'2025-09-09 03:57:33'),Major Bank,commercial,0,0,1
