1,3414493 Canada Inc,"11 Church St, Ste 401",,,M5E 1W1,,2022-04-29,,,2023-10-12 10:25:20,'2023-10-30 12:42:37'),category_primary,category_all,is_builder,is_investment,is_reit,is_private_equity,is_asset_manager,is_family_office,is_pension_fund,is_insurance,is_lender
3933,Indafro Holdings Inc,898 Dufferin St,Woodstock,Ontario,N4S 1Z1,905-867-0330,2022-06-17,,,2023-10-12 10:29:41,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
3936,Jacinta Investments Ltd,251 Hanlan Rd,,,L4L 3R7,,2022-06-15,,,2023-10-12 10:29:41,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
3942,Zach Investment Corp,632 Principale St,,,K0A 1M0,,2022-06-13,,,2023-10-12 10:29:41,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
3947,17 Newbridge Rd Holdings Inc,16 Kehoe Ct,,,L0G 1N0,,2022-05-13,,,2023-10-12 10:29:41,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
3950,Steinhaur Holdings Inc,450 Sovereign Rd,London,Ontario,N6M 1A4,,2022-04-29,,,2023-10-12 10:29:41,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
3952,Coppertree Investments Inc,"610 McMurray Rd, Unit 1",Waterloo,Ontario,N2V 2E7,519-804-2461,2022-04-29,,,2023-10-12 10:29:41,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
3953,Kodiak Holdings Inc,,London,Ontario,N6P 1P9,,2022-04-20,,,2023-10-12 10:29:41,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
3965,Rockaway Holdings Inc,2080 Beaverdale Rd,,,N2H 4R6,,2022-03-31,,,2023-10-12 10:29:41,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
3968,Auto Finance Team,1122 Westport Cres,Mississauga,Ontario,L5T 1G1,905-670-5413,2022-03-14,,,2023-10-12 10:29:41,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
3986,JKS Investments Inc,,Georgetown,Ontario,L7G 4S6,,2022-01-31,,,2023-10-12 10:29:41,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
3987,Newo Holdings Ltd,706 Meadowsweet Ave,,,N2V 0A7,,2022-01-28,,,2023-10-12 10:29:41,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
3994,HH Investments Holdings Group Inc,574 Dansbury Dr,Waterloo,Ontario,N2K 4E2,,2022-01-07,,,2023-10-12 10:29:41,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4000,Turjanica Investments,,Toronto,Ontario,M9A 2C5,,2022-12-19,,,2023-10-12 10:29:44,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4005,836 Fuller Holdings Inc,75 Ruffet Dr,,,L4N 0N8,,2022-11-30,,,2023-10-12 10:29:44,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4026,Landform Holdings Inc,25 Turtle Lake Dr,,,L7J 2W7,,2022-11-02,,,2023-10-12 10:29:44,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4034,Kimshaw Holdings Ltd,1338 Prince Albert Ct,,,L5H 3S1,,2022-10-31,,,2023-10-12 10:29:44,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4036,JDS Holdings Inc,1655 Strasburg Rd,,,N2R 0C9,,2022-10-31,,,2023-10-12 10:29:44,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4037,Strasburg Kitchener Holdings Inc,1655 Strasburg Rd,Kitchener,Ontario,N2R 0C9,,2022-10-31,,,2023-10-12 10:29:44,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4050,Henbea Holdings Inc,1665 Shawson Dr,,,L4W 1T7,,2022-10-14,,,2023-10-12 10:29:44,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4054,Tamron Holdings Ltd,541 Deer Ridge Dr,,,N2P 2M2,,2022-10-03,,,2023-10-12 10:29:44,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4056,Boss Holdings Inc,19 Ursini Court,,,L4L 2N7,,2022-10-03,,,2023-10-12 10:29:44,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4057,SMC Holding Inc,"7040 Torbram Rd, Units 11 &amp;amp; 12",Mississauga,Ontario,L4T 3Z4,,2022-10-03,,,2023-10-12 10:29:44,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4059,K2L Holdings Inc,23 Raindrop Terrace,Brampton,Ontario,L6X 5P2,,2022-09-30,,,2023-10-12 10:29:44,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4060,VLS Holdings Inc,3710 Peter St,,,N9C 1J9,,2022-09-30,,,2023-10-12 10:29:44,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4061,MVP Maara Holdings Inc,33 Lobraico Lane,Stouffville,Ontario,L4A 3W8more info: mi.pdf,,2022-09-30,,,2023-10-12 10:29:44,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4072,Highway 12 Midland Holdings Inc,"130 Adelaide St W, Ste 3300",Toronto,Ontario,M5H 3P5more info: mi.pdf,,2022-09-23,,,2023-10-12 10:29:45,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4073,Pangeo Holdings Ltd,3000 Temple Dr,,,N8W 5J6,,2022-09-20,,,2023-10-12 10:29:45,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4094,Romkey Capital Corp,2464 Brayford Cres,London,Ontario,N6K 0H8,519-657-2354,2022-07-22,,,2023-10-12 10:29:45,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4110,Anisa Holdings Ltd,608 St Clarens Ave,Toronto,Ontario,M6H 3W9,,2022-07-11,,,2023-10-12 10:29:45,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4111,J Berger Investments Ltd,16006 McLaughlin Rd,,,L7C 1J4,,2022-07-07,,,2023-10-12 10:29:45,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4117,LSH Investments Inc,"393 University Ave, Ste 2000",Toronto,Ontario,M5G 1E6,416-953-8252,2022-06-28,,,2023-10-12 10:29:45,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4126,Zena Investment Corp,1200 Baseline Rd,,,K2C 0A6,,2022-06-03,,,2023-10-12 10:29:45,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4140,Jacl Leclair Holdings Inc,52 Country Club Dr,,,K1V 9Y7,,2022-05-12,,,2023-10-12 10:29:45,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4141,J Laurysen Investments Inc,2415 Carp Rd,Stittsville,Ontario,K2S 1B3,613-836-5353,2022-05-12,,,2023-10-12 10:29:45,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4148,BTFD Holdings Inc,"5100 South Service Rd, Unit 1",,,L7L 6A5,,2022-04-04,,,2023-10-12 10:29:46,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4153,Kaprod Holdings Ltd,32 Wimbleton Rd,,,M9A 3R8,,2022-03-25,,,2023-10-12 10:29:46,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4160,Hermar Investments Inc,6652 Snow Goose Lane,,,L5N 5H7,,2022-03-10,,,2023-10-12 10:29:46,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4161,1820 Mattawa Holdings Inc,691 Dovercourt Rd,Toronto,Ontario,M6H 2W7,,2022-03-10,,,2023-10-12 10:29:46,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4163,Modu-Loc Real Estate Holdings Inc,"35 Balmuto St, Ste 2804",Toronto,Ontario,M4Y 0A3,800-522-8371,2022-03-04,,,2023-10-12 10:29:46,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4169,SSI Holdings Inc,"1705 Tech Ave, Unit 3",Mississauga,Ontario,L4W 0A2,905-602-7707,2022-02-14,,,2023-10-12 10:29:46,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4175,Henburt Holdings Inc,"9099 Leslie St, Unit 2",Richmond Hill,Ontario,L4B 1K9,,2022-02-01,,,2023-10-12 10:29:46,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4183,Terrier Investments Ltd,"265 Ridley Blvd, Unit 1706",,,M5M 4N8,,2022-01-18,,,2023-10-12 10:29:46,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4201,Taylor Major Holdings Inc,18734 County Rd 2,,,K6H 7J8,,2022-11-25,,,2023-10-12 10:29:48,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4204,9 and 19 Church Holdings Inc,47 Burgby Ave,Brampton,Ontario,L6X 2G7,,2022-11-17,,,2023-10-12 10:29:48,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4209,Richichi Holdings Inc,6 Fifeshire Cres,Nepean,Ontario,K2E 7G8,,2022-11-03,,,2023-10-12 10:29:48,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4212,Jackfruit Holdings Inc,"2441 Yonge St, 2nd Flr",Toronto,Ontario,M4P 2E7,416-486-4611,2022-11-01,,,2023-10-12 10:29:48,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4223,Capital Management Services Group Inc,"1050 Morrison Dr, Ste 200",Ottawa,Ontario,K2H 8K7,,2022-10-27,,,2023-10-12 10:29:48,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4235,M. Beaulieu Real Estate Holdings Corp,"2333 18th Ave NE, Unit 5",Calgary,AB,T2E 8T6,,2022-10-17,,,2023-10-12 10:29:48,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4242,Mizzen Holdings Ltd,252 Spring Gate Blvd,,,L4J 3L9,,2022-10-04,,,2023-10-12 10:29:49,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4247,HRC Investments Inc,214 Glengrove Ave W,Toronto,Ontario,M4R 1P3,416-322-3239,2022-10-03,,,2023-10-12 10:29:49,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4250,Teca Investments Ltd,830 Dundas St W,Toronto,Ontario,M6J 1V3,,2022-09-28,,,2023-10-12 10:29:49,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4254,T Gueli Holdings Inc,33 Belair Way,,,L4L 7S5,,2022-09-22,,,2023-10-12 10:29:49,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4271,Mack Mackenzie Investments Ltd,,,,K7V 1S2,,2022-09-08,,,2023-10-12 10:29:49,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4272,McGrimmon Holdings Inc,555 Hall Ave,Renfrew,Ontario,K7V 4M7,613-433-5879,2022-09-08,mcgrimmonholdings.ca,,2024-04-16 14:48:45,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4274,Edmond St Amour Holdings Ltd,1819 Elmridge Dr,,,K1J 6S3,,2022-08-23,,,2023-10-12 10:29:49,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4283,TICPM Holdings Ltd&amp519-884-3408,,,,,,2022-08-04,,,2023-10-12 10:29:49,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4296,Starrfam Investments Inc,"50 Disera Dr, Ste 709",,,L4J 9E9,,2022-07-11,,,2023-10-12 10:29:49,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4302,520 Church Street Holdings Inc,500 St Clair Ave E,Toronto,Ontario,M4T 1P7,,2022-07-07,,,2023-10-12 10:29:49,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4314,211 Ivy Real Estate Holdings Inc,"2081 Merivale Rd, Unit 1301",,,K2G 1G9,,2022-06-29,,,2023-10-12 10:29:49,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4320,Westdale Village Investments Inc,2434 Bluestream Dr,Oakville,Ontario,L6H 7P8,905-257-7720,2022-06-22,,,2023-10-12 10:29:49,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4322,PPG Rausch Holdings Ltd,276 Aldercrest Rd,Etobicoke,Ontario,M8W 4K1,416-259-6408,2022-06-21,,,2023-10-12 10:29:49,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4324,Zelma Palef Holdings Ltd,"1425 av du Docteur-Penfield, 1B",,,H3G 2V1,,2022-06-20,,,2023-10-12 10:29:49,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4325,JB Holdings Inc,107 Pretoria Ave,Ottawa,Ontario,K1S 1W8,613-695-6767,2022-06-20,jbholdingsinc.ca,,2023-12-02 13:19:06,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4327,DNA Real Estate Holdings Inc,"38 Main St, Ste 101",Cambridge,Ontario,N1R 1V7,,2022-06-20,,,2023-10-12 10:29:50,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4330,Elcorp Holdings Inc,"280 Lakeshore Rd W, Ste 801",,,L5N 0A5,,2022-06-16,,,2023-10-12 10:29:50,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4335,545 Cameron Holdings Inc,"2939 Portland Dr, Ste 100",Oakville,Ontario,L6H 5S4,905-581-0878,2022-06-14,,,2023-10-12 10:29:50,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4337,15 Thorburn Holdings Ltd,"5400 Yonge St, 2nd Flr",,,M2N 5R5,,2022-06-03,,,2023-10-12 10:29:50,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4358,52 Emerald Holdings Inc,170 Fenyrose Cres,Woodbridge,Ontario,L4L 7B2,905-856-3141,2022-05-30,,,2023-10-12 10:29:50,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4363,Tricube Investment Group Ltd,7040 Sidroad 2 W,,,N0G 2L0,,2022-05-24,,,2023-10-12 10:29:50,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4371,JSB Investment Inc,5464 Dundas St W,Toronto,Ontario,M9B 1B4,416-234-5111,2022-05-11,,,2023-10-12 10:29:50,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4377,170 Bradford Street Investments Ltd,916 Gateway Dr,Burlington,Ontario,L7L 5K7,,2022-04-27,gatewayinv.com,,2023-12-04 13:18:58,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4382,Axon PM Real Estate Holdings Ltd,192 Clergy St E,Kingston,Ontario,K7K 3S7,613-453-5436,2022-04-20,,,2023-10-12 10:29:50,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4394,Rhino Investments Inc,726 Merton St,,,M4S 1B8,,2022-04-05,,,2023-10-12 10:29:50,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4401,Fatsam Investments Inc,15 Welland Ave,St Catharines,Ontario,L2R 2M1,905-984-4247,2022-04-01,,,2023-10-12 10:29:50,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4404,Kingston Asset Holdings Inc,3 Countyside Green,,,K2R 1B5,,2022-03-31,,,2023-10-12 10:29:50,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4416,Melet Holdings Ltd,"100 King St W, 42nd Flr",Toronto,Ontario,M5X 1H3,,2022-02-28,,,2023-10-12 10:29:51,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4427,ADX Investment Corp,"775 King St W, Ste LPH 4",,,M5V 2K3,,2022-01-20,,,2023-10-12 10:29:51,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4428,North Park Holdings Inc,37 Lancaster St W,Kitchener,Ontario,N2H 4T1,519-571-8767,2022-01-20,,,2023-10-12 10:29:51,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4439,Landmarq - 207 Cowan Holdings Inc,207 Cowan Ave,Toronto,Ontario,M6K 2N7,,2022-10-27,,,2023-10-12 10:29:51,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4448,Two Sevens Capital,"1282 Cornwall Rd, Unit C",Oakville,Ontario,L6J 7W5,647-812-7868,2022-09-19,,,2023-10-12 10:29:51,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4452,Potechin Investments Ltd,"1737 Woodward Dr, 2nd Flr",,,K2C 0P9,,2022-08-31,,,2023-10-12 10:29:51,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4461,Newholm Holdings Inc,71 Millrun Cres,,,L4H 1A4,,2022-07-28,,,2023-10-12 10:29:51,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4470,Encasa Financial,"119 Spadina Ave, Ste 400",Toronto,Ontario,M5V 2L1,416-488-3077,2022-06-29,,,2023-10-12 10:29:51,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4485,Winyan Investment Ltd,"95 Mural St, 6th Flr",Richmond Hill,Ontario,L4B 3G2,,2022-11-29,,,2023-10-12 10:29:54,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4486,Activa Holdings Inc,"55 Columbia St E, Unit 1",Waterloo,Ontario,N2J 4N7,519-886-9400,2022-11-28,,,2023-10-12 10:29:54,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4487,F. Giammaria Holdings Inc,2075 Prince of Wales Dr,,,K2E 7A4,,2022-11-08,,,2023-10-12 10:29:54,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4494,James W Lapointe Motor Holdings Inc,775 Pembroke St E,,,K8A 3L8,,2022-11-01,,,2023-10-12 10:29:54,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4505,Stephen Leblanc Holdings Inc,114 Mac Campbell Dr,,,K7H 0A3,,2022-09-30,,,2023-10-12 10:29:54,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4516,5H Capital Ltd,"88 Lakeport Rd, Ste 17",,,L2N 4P8,,2022-09-16,,,2023-10-12 10:29:54,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4523,GT Queenston Road Holding Inc,"180 Dundas St W, Ste 1100",,,M5G 1Z8,,2022-09-12,,,2023-10-12 10:29:55,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4525,Githen Investment Group Inc,239 Ruth Ave,,,M2M 2J1,,2022-08-31,,,2023-10-12 10:29:55,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4526,4125 Lawrence Holdings Inc,4125 Lawrence Ave E,Scarborough,Ontario,M1E 2S2,,2022-08-31,lhi.bz,,2023-12-02 13:29:58,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4537,OMSN Holdings Ltd,1220 Lyoness Ct,,,N9J 3Y6,,2022-07-04,,,2023-10-12 10:29:55,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4567,Bemp Holdings 2 Inc,"5-190 Minet&#039;s Point Rd, Ste 126",,,L4N 8J8,,2022-12-20,,,2023-10-12 10:29:57,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4576,Bobotsis Holdings Co Ltd,70 Sherwood Ave,,,M2R 2A7,,2022-11-16,,,2023-10-12 10:29:57,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4580,Drewlo Holdings Inc,680 Waterloo St,London,Ontario,N6A 0B3,519-472-8200,2022-10-19,drewloholdings.com,,2023-12-09 16:47:29,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4588,Angelstone Land Holdings Inc,,,,L7J 2M4,,2022-10-06,,,2023-10-12 10:29:57,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4593,Newark Investment Group Ltd,"2 Clarendon Ave, Ste 101A",,,M4V 1H9,,2022-10-03,,,2023-10-12 10:29:58,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4615,Leswell Investments Inc,,,,L3X 0C9,,2022-08-02,,,2023-10-12 10:29:59,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4626,BCML Holdings Inc,296 Richmond St,,,N7M 1P6,,2022-06-22,,,2023-10-12 10:29:59,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4638,Waratah Capital Advisors Ltd,"1133 Yonge St, 5th Flr",Toronto,Ontario,M4T 2Y7,416-687-6791,2022-05-27,,,2023-10-12 10:29:59,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4640,Yezenco Holdings Ltd,455 Jones Rd,Stoney Creek,Ontario,L8E 5C3,,2022-05-16,,,2023-10-12 10:29:59,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4656,Farhi Holdings Corp,"620 Richmond St, Ste 201",London,Ontario,N6A 5J9,519-645-6666,2022-01-10,,,2023-10-12 10:30:00,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4670,Naguk Holdings Inc,72 Northdale Rd,Toronto,Ontario,M2L 2M1,,2022-12-02,,,2023-10-12 10:30:03,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4678,CanInvest1 Ltd,"2050 Dundas St E, Units 5 &amp;amp; 6",Mississauga,Ontario,L4X 1L9,,2022-10-31,,,2023-10-12 10:30:03,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4680,Rockwood Capital Ltd,117 Fall St N,Rockwood,Ontario,N0B 2K0,,2022-10-26,rockwoodcap.com,,2023-12-02 13:18:15,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4684,Flophousechic Investments Ltd,1150 Queen St W,,,M6J 1J3,,2022-10-07,,,2023-10-12 10:30:03,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4688,Snihurowych Holdings Ltd,1061 Waterloo St,London,Ontario,N6A 3X9,,2022-10-05,,,2023-10-12 10:30:03,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4693,North Harwood Centre Holdings Ltd,31 Athabasca Dr,,,L6A 2W1,,2022-10-04,,,2023-10-12 10:30:04,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4698,Deer Park Holdings Inc,2 Daniel Cozens Ct,North York,Ontario,M2R 0A7,,2022-09-27,,,2023-10-12 10:30:04,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4701,Jacqueline Murray Holdings Ltd,206518 Highway 26,Meaford,Ontario,N4L 1A5,,2022-09-21,,,2023-10-12 10:30:04,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4715,Tutela Investments Inc,29 Craig St,,,N3R 7H8,,2022-07-06,,,2023-10-12 10:30:04,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4724,255 Richmond Road Holdings Inc,585 Pinawa Circle,,,K2J 5Y2,,2022-06-29,,,2023-10-12 10:30:04,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4726,PMDJ Holdings Inc,1500 Woodbine Ave,Toronto,Ontario,M4C 4G0,,2022-06-28,,,2023-10-12 10:30:04,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4728,KLN Holdings Inc,"121 King St W, Ste 510",Toronto,Ontario,M5H 3T9,,2022-06-27,,,2023-10-12 10:30:04,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4739,Guj Holdings Inc,25 Lakegate Dr,Stoney Creek,Ontario,L8E 3T7,,2022-06-15,,,2023-10-12 10:30:05,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4744,JJ Stewart &amp; Son Holding Ltd,"3 Maple St, Unit 5",,,K0C 1M0,,2022-05-19,,,2023-10-12 10:30:05,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4746,Walk9 Capital Ltd,"20 Holly St, Ste 300",Toronto,Ontario,M4S 3B1,,2022-05-10,,,2023-10-12 10:30:05,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4752,KJW Holdings Inc,43 Manitou Dr,Kitchener,Ontario,N2C 1K9,519-804-4300,2022-04-27,,,2023-10-12 10:30:05,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4760,Knightstone Capital Management Inc,,Toronto,Ontario,M4V 1K9,416-306-2287,2022-03-24,,,2023-10-12 10:30:05,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4762,Helley Holdings Inc,28 Marchvale Dr,,,K2W 1C2,,2022-03-11,,,2023-10-12 10:30:05,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4777,Jorise Holdings Ltd,"120 Adelaide St W, Ste 2600",Toronto,Ontario,M5H 1T1,,2022-01-12,,,2023-10-12 10:30:05,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4779,Swanley Holdings Inc,,,,L8P 1A4,,2022-12-29,,,2023-10-12 10:30:07,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4781,West-Gill Investments Ltd,"200 Ronson Dr, Ste 203",,,M9W 5Z9,,2022-12-20,,,2023-10-12 10:30:07,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4784,Touchan Holding Group Inc,278 Friel St,Ottawa,Ontario,K1N 7W1,,2022-12-19,,,2023-10-12 10:30:07,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4785,Urigold Holdings Ltd,"70 Bentley Ave, Ste 100",,,K2E 6T8,,2022-12-15,,,2023-10-12 10:30:08,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4788,Vita III Plus Holdings Inc,26 Hawkridge Trail,Brampton,Ontario,L6P 2T4,905-913-5318,2022-12-13,,,2023-10-12 10:30:08,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4789,James W Lapointe Motor Holdings Inc,775 Pembroke St E,,,K8A 3L8,,2022-12-02,,,2023-10-12 10:30:08,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
4797,PH Ontario Investments Inc,"527 Queen St, Ste 200",,,E3B 1B8,,2022-11-03,,,2023-10-12 10:30:08,'2023-10-30 12:42:37'),investment,investment,0,1,0,0,0,0,0,0,0
