id,name,domain,linkedin,updated,added,ql_google,ql_contact_page,ql_linkedin,ql_linkedin_president,ql_facebook,ql_instagram,ql_twitter,ql_website,ql_loopnet,ql_loopnet_properties,ql_cre_google,ql_cre_listings,ql_livabl,ql_livabl_search,ql_new_homes,ql_builder_reviews,ql_tarion,ql_hCRA,ql_past_projects,is_builder,ql_markdown,ql_html
243,GR (Can) Investment Co Ltd,,,2023-10-13 11:00:19,'2023-10-30 12:43:01'),https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd,https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+contact,https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+linkedin,https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+President+OR+CEO+linkedin,https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+facebook,https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+instagram,https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+twitter+OR+x.com,,https://www.loopnet.com/search?q=GR+%28Can%29+Investment+Co+Ltd,https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+site%3Aloopnet.com,https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+commercial+real+estate,https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+properties+for+sale+lease,,,,,,,,0,"### 🔍 QUICK LINKS

**GR (Can) Investment Co Ltd**
*Lender*


**General Search:**
| Google | [Search](https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd) |
| Contact | [Find](https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+contact) |
| LinkedIn | [Profile](https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+linkedin) |
| President/CEO | [Search](https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+President+OR+CEO+linkedin) |
| Facebook | [Page](https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+facebook) |
| Instagram | [Profile](https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+instagram) |
| Twitter/X | [Profile](https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+twitter+OR+x.com) |

**🏢 Commercial Real Estate:**
| LOOPNET | [Search](https://www.loopnet.com/search?q=GR+%28Can%29+Investment+Co+Ltd) |
| LOOPNET Properties | [Find](https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+site%3Aloopnet.com) |
| CRE Search | [Google](https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+commercial+real+estate) |
| Listings | [Search](https://www.google.com/search?q=GR+%28Can%29+Investment+Co+Ltd+properties+for+sale+lease) |",
244,HRFD Holding Inc,,,2023-10-13 11:00:19,'2023-10-30 12:43:01'),https://www.google.com/search?q=HRFD+Holding+Inc,https://www.google.com/search?q=HRFD+Holding+Inc+contact,https://www.google.com/search?q=HRFD+Holding+Inc+linkedin,https://www.google.com/search?q=HRFD+Holding+Inc+President+OR+CEO+linkedin,https://www.google.com/search?q=HRFD+Holding+Inc+facebook,https://www.google.com/search?q=HRFD+Holding+Inc+instagram,https://www.google.com/search?q=HRFD+Holding+Inc+twitter+OR+x.com,,https://www.loopnet.com/search?q=HRFD+Holding+Inc,https://www.google.com/search?q=HRFD+Holding+Inc+site%3Aloopnet.com,https://www.google.com/search?q=HRFD+Holding+Inc+commercial+real+estate,https://www.google.com/search?q=HRFD+Holding+Inc+properties+for+sale+lease,,,,,,,,0,"### 🔍 QUICK LINKS

**HRFD Holding Inc**
*Lender*


**General Search:**
| Google | [Search](https://www.google.com/search?q=HRFD+Holding+Inc) |
| Contact | [Find](https://www.google.com/search?q=HRFD+Holding+Inc+contact) |
| LinkedIn | [Profile](https://www.google.com/search?q=HRFD+Holding+Inc+linkedin) |
| President/CEO | [Search](https://www.google.com/search?q=HRFD+Holding+Inc+President+OR+CEO+linkedin) |
| Facebook | [Page](https://www.google.com/search?q=HRFD+Holding+Inc+facebook) |
| Instagram | [Profile](https://www.google.com/search?q=HRFD+Holding+Inc+instagram) |
| Twitter/X | [Profile](https://www.google.com/search?q=HRFD+Holding+Inc+twitter+OR+x.com) |

**🏢 Commercial Real Estate:**
| LOOPNET | [Search](https://www.loopnet.com/search?q=HRFD+Holding+Inc) |
| LOOPNET Properties | [Find](https://www.google.com/search?q=HRFD+Holding+Inc+site%3Aloopnet.com) |
| CRE Search | [Google](https://www.google.com/search?q=HRFD+Holding+Inc+commercial+real+estate) |
| Listings | [Search](https://www.google.com/search?q=HRFD+Holding+Inc+properties+for+sale+lease) |",
245,Carson Trail Estates Inc,,,2023-10-13 11:00:19,'2023-10-30 12:43:01'),https://www.google.com/search?q=Carson+Trail+Estates+Inc,https://www.google.com/search?q=Carson+Trail+Estates+Inc+contact,https://www.google.com/search?q=Carson+Trail+Estates+Inc+linkedin,https://www.google.com/search?q=Carson+Trail+Estates+Inc+President+OR+CEO+linkedin,https://www.google.com/search?q=Carson+Trail+Estates+Inc+facebook,https://www.google.com/search?q=Carson+Trail+Estates+Inc+instagram,https://www.google.com/search?q=Carson+Trail+Estates+Inc+twitter+OR+x.com,,https://www.loopnet.com/search?q=Carson+Trail+Estates+Inc,https://www.google.com/search?q=Carson+Trail+Estates+Inc+site%3Aloopnet.com,https://www.google.com/search?q=Carson+Trail+Estates+Inc+commercial+real+estate,https://www.google.com/search?q=Carson+Trail+Estates+Inc+properties+for+sale+lease,,,,,,,,0,"### 🔍 QUICK LINKS

**Carson Trail Estates Inc**
*Lender*


**General Search:**
| Google | [Search](https://www.google.com/search?q=Carson+Trail+Estates+Inc) |
| Contact | [Find](https://www.google.com/search?q=Carson+Trail+Estates+Inc+contact) |
| LinkedIn | [Profile](https://www.google.com/search?q=Carson+Trail+Estates+Inc+linkedin) |
| President/CEO | [Search](https://www.google.com/search?q=Carson+Trail+Estates+Inc+President+OR+CEO+linkedin) |
| Facebook | [Page](https://www.google.com/search?q=Carson+Trail+Estates+Inc+facebook) |
| Instagram | [Profile](https://www.google.com/search?q=Carson+Trail+Estates+Inc+instagram) |
| Twitter/X | [Profile](https://www.google.com/search?q=Carson+Trail+Estates+Inc+twitter+OR+x.com) |

**🏢 Commercial Real Estate:**
| LOOPNET | [Search](https://www.loopnet.com/search?q=Carson+Trail+Estates+Inc) |
| LOOPNET Properties | [Find](https://www.google.com/search?q=Carson+Trail+Estates+Inc+site%3Aloopnet.com) |
| CRE Search | [Google](https://www.google.com/search?q=Carson+Trail+Estates+Inc+commercial+real+estate) |
| Listings | [Search](https://www.google.com/search?q=Carson+Trail+Estates+Inc+properties+for+sale+lease) |",
246,Ridorwin Holdings Ltd,,,2023-10-13 11:00:19,'2023-10-30 12:43:01'),https://www.google.com/search?q=Ridorwin+Holdings+Ltd,https://www.google.com/search?q=Ridorwin+Holdings+Ltd+contact,https://www.google.com/search?q=Ridorwin+Holdings+Ltd+linkedin,https://www.google.com/search?q=Ridorwin+Holdings+Ltd+President+OR+CEO+linkedin,https://www.google.com/search?q=Ridorwin+Holdings+Ltd+facebook,https://www.google.com/search?q=Ridorwin+Holdings+Ltd+instagram,https://www.google.com/search?q=Ridorwin+Holdings+Ltd+twitter+OR+x.com,,https://www.loopnet.com/search?q=Ridorwin+Holdings+Ltd,https://www.google.com/search?q=Ridorwin+Holdings+Ltd+site%3Aloopnet.com,https://www.google.com/search?q=Ridorwin+Holdings+Ltd+commercial+real+estate,https://www.google.com/search?q=Ridorwin+Holdings+Ltd+properties+for+sale+lease,,,,,,,,0,"### 🔍 QUICK LINKS

**Ridorwin Holdings Ltd**
*Lender*


**General Search:**
| Google | [Search](https://www.google.com/search?q=Ridorwin+Holdings+Ltd) |
| Contact | [Find](https://www.google.com/search?q=Ridorwin+Holdings+Ltd+contact) |
| LinkedIn | [Profile](https://www.google.com/search?q=Ridorwin+Holdings+Ltd+linkedin) |
| President/CEO | [Search](https://www.google.com/search?q=Ridorwin+Holdings+Ltd+President+OR+CEO+linkedin) |
| Facebook | [Page](https://www.google.com/search?q=Ridorwin+Holdings+Ltd+facebook) |
| Instagram | [Profile](https://www.google.com/search?q=Ridorwin+Holdings+Ltd+instagram) |
| Twitter/X | [Profile](https://www.google.com/search?q=Ridorwin+Holdings+Ltd+twitter+OR+x.com) |

**🏢 Commercial Real Estate:**
| LOOPNET | [Search](https://www.loopnet.com/search?q=Ridorwin+Holdings+Ltd) |
| LOOPNET Properties | [Find](https://www.google.com/search?q=Ridorwin+Holdings+Ltd+site%3Aloopnet.com) |
| CRE Search | [Google](https://www.google.com/search?q=Ridorwin+Holdings+Ltd+commercial+real+estate) |
| Listings | [Search](https://www.google.com/search?q=Ridorwin+Holdings+Ltd+properties+for+sale+lease) |",
247,Finanz Inc,,,2023-10-13 11:00:19,'2023-10-30 12:43:01'),https://www.google.com/search?q=Finanz+Inc,https://www.google.com/search?q=Finanz+Inc+contact,https://www.google.com/search?q=Finanz+Inc+linkedin,https://www.google.com/search?q=Finanz+Inc+President+OR+CEO+linkedin,https://www.google.com/search?q=Finanz+Inc+facebook,https://www.google.com/search?q=Finanz+Inc+instagram,https://www.google.com/search?q=Finanz+Inc+twitter+OR+x.com,,https://www.loopnet.com/search?q=Finanz+Inc,https://www.google.com/search?q=Finanz+Inc+site%3Aloopnet.com,https://www.google.com/search?q=Finanz+Inc+commercial+real+estate,https://www.google.com/search?q=Finanz+Inc+properties+for+sale+lease,,,,,,,,0,"### 🔍 QUICK LINKS

**Finanz Inc**
*Lender*


**General Search:**
| Google | [Search](https://www.google.com/search?q=Finanz+Inc) |
| Contact | [Find](https://www.google.com/search?q=Finanz+Inc+contact) |
| LinkedIn | [Profile](https://www.google.com/search?q=Finanz+Inc+linkedin) |
| President/CEO | [Search](https://www.google.com/search?q=Finanz+Inc+President+OR+CEO+linkedin) |
| Facebook | [Page](https://www.google.com/search?q=Finanz+Inc+facebook) |
| Instagram | [Profile](https://www.google.com/search?q=Finanz+Inc+instagram) |
| Twitter/X | [Profile](https://www.google.com/search?q=Finanz+Inc+twitter+OR+x.com) |

**🏢 Commercial Real Estate:**
| LOOPNET | [Search](https://www.loopnet.com/search?q=Finanz+Inc) |
| LOOPNET Properties | [Find](https://www.google.com/search?q=Finanz+Inc+site%3Aloopnet.com) |
| CRE Search | [Google](https://www.google.com/search?q=Finanz+Inc+commercial+real+estate) |
| Listings | [Search](https://www.google.com/search?q=Finanz+Inc+properties+for+sale+lease) |",
248,Sparkle Management Inc,,,2023-10-13 11:00:20,'2023-10-30 12:43:01'),https://www.google.com/search?q=Sparkle+Management+Inc,https://www.google.com/search?q=Sparkle+Management+Inc+contact,https://www.google.com/search?q=Sparkle+Management+Inc+linkedin,https://www.google.com/search?q=Sparkle+Management+Inc+President+OR+CEO+linkedin,https://www.google.com/search?q=Sparkle+Management+Inc+facebook,https://www.google.com/search?q=Sparkle+Management+Inc+instagram,https://www.google.com/search?q=Sparkle+Management+Inc+twitter+OR+x.com,,https://www.loopnet.com/search?q=Sparkle+Management+Inc,https://www.google.com/search?q=Sparkle+Management+Inc+site%3Aloopnet.com,https://www.google.com/search?q=Sparkle+Management+Inc+commercial+real+estate,https://www.google.com/search?q=Sparkle+Management+Inc+properties+for+sale+lease,,,,,,,,0,"### 🔍 QUICK LINKS

**Sparkle Management Inc**
*Lender*


**General Search:**
| Google | [Search](https://www.google.com/search?q=Sparkle+Management+Inc) |
| Contact | [Find](https://www.google.com/search?q=Sparkle+Management+Inc+contact) |
| LinkedIn | [Profile](https://www.google.com/search?q=Sparkle+Management+Inc+linkedin) |
| President/CEO | [Search](https://www.google.com/search?q=Sparkle+Management+Inc+President+OR+CEO+linkedin) |
| Facebook | [Page](https://www.google.com/search?q=Sparkle+Management+Inc+facebook) |
| Instagram | [Profile](https://www.google.com/search?q=Sparkle+Management+Inc+instagram) |
| Twitter/X | [Profile](https://www.google.com/search?q=Sparkle+Management+Inc+twitter+OR+x.com) |

**🏢 Commercial Real Estate:**
| LOOPNET | [Search](https://www.loopnet.com/search?q=Sparkle+Management+Inc) |
| LOOPNET Properties | [Find](https://www.google.com/search?q=Sparkle+Management+Inc+site%3Aloopnet.com) |
| CRE Search | [Google](https://www.google.com/search?q=Sparkle+Management+Inc+commercial+real+estate) |
| Listings | [Search](https://www.google.com/search?q=Sparkle+Management+Inc+properties+for+sale+lease) |",
249,Van Der Avoird Group Inc,,,2023-10-13 11:00:20,'2023-10-30 12:43:01'),https://www.google.com/search?q=Van+Der+Avoird+Group+Inc,https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+contact,https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+linkedin,https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+President+OR+CEO+linkedin,https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+facebook,https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+instagram,https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+twitter+OR+x.com,,https://www.loopnet.com/search?q=Van+Der+Avoird+Group+Inc,https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+site%3Aloopnet.com,https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+commercial+real+estate,https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+properties+for+sale+lease,,,,,,,,0,"### 🔍 QUICK LINKS

**Van Der Avoird Group Inc**
*Lender*


**General Search:**
| Google | [Search](https://www.google.com/search?q=Van+Der+Avoird+Group+Inc) |
| Contact | [Find](https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+contact) |
| LinkedIn | [Profile](https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+linkedin) |
| President/CEO | [Search](https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+President+OR+CEO+linkedin) |
| Facebook | [Page](https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+facebook) |
| Instagram | [Profile](https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+instagram) |
| Twitter/X | [Profile](https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+twitter+OR+x.com) |

**🏢 Commercial Real Estate:**
| LOOPNET | [Search](https://www.loopnet.com/search?q=Van+Der+Avoird+Group+Inc) |
| LOOPNET Properties | [Find](https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+site%3Aloopnet.com) |
| CRE Search | [Google](https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+commercial+real+estate) |
| Listings | [Search](https://www.google.com/search?q=Van+Der+Avoird+Group+Inc+properties+for+sale+lease) |",
250,Regal Team Financial Inc,,,2023-10-13 11:00:22,'2023-10-30 12:43:01'),https://www.google.com/search?q=Regal+Team+Financial+Inc,https://www.google.com/search?q=Regal+Team+Financial+Inc+contact,https://www.google.com/search?q=Regal+Team+Financial+Inc+linkedin,https://www.google.com/search?q=Regal+Team+Financial+Inc+President+OR+CEO+linkedin,https://www.google.com/search?q=Regal+Team+Financial+Inc+facebook,https://www.google.com/search?q=Regal+Team+Financial+Inc+instagram,https://www.google.com/search?q=Regal+Team+Financial+Inc+twitter+OR+x.com,,https://www.loopnet.com/search?q=Regal+Team+Financial+Inc,https://www.google.com/search?q=Regal+Team+Financial+Inc+site%3Aloopnet.com,https://www.google.com/search?q=Regal+Team+Financial+Inc+commercial+real+estate,https://www.google.com/search?q=Regal+Team+Financial+Inc+properties+for+sale+lease,,,,,,,,0,"### 🔍 QUICK LINKS

**Regal Team Financial Inc**
*Lender*


**General Search:**
| Google | [Search](https://www.google.com/search?q=Regal+Team+Financial+Inc) |
| Contact | [Find](https://www.google.com/search?q=Regal+Team+Financial+Inc+contact) |
| LinkedIn | [Profile](https://www.google.com/search?q=Regal+Team+Financial+Inc+linkedin) |
| President/CEO | [Search](https://www.google.com/search?q=Regal+Team+Financial+Inc+President+OR+CEO+linkedin) |
| Facebook | [Page](https://www.google.com/search?q=Regal+Team+Financial+Inc+facebook) |
| Instagram | [Profile](https://www.google.com/search?q=Regal+Team+Financial+Inc+instagram) |
| Twitter/X | [Profile](https://www.google.com/search?q=Regal+Team+Financial+Inc+twitter+OR+x.com) |

**🏢 Commercial Real Estate:**
| LOOPNET | [Search](https://www.loopnet.com/search?q=Regal+Team+Financial+Inc) |
| LOOPNET Properties | [Find](https://www.google.com/search?q=Regal+Team+Financial+Inc+site%3Aloopnet.com) |
| CRE Search | [Google](https://www.google.com/search?q=Regal+Team+Financial+Inc+commercial+real+estate) |
| Listings | [Search](https://www.google.com/search?q=Regal+Team+Financial+Inc+properties+for+sale+lease) |",
251,TSX Trust Company,tmx.com,,2023-12-02 13:34:42,'2023-10-30 12:43:01'),https://www.google.com/search?q=TSX+Trust+Company,https://www.google.com/search?q=TSX+Trust+Company+contact,https://www.google.com/search?q=TSX+Trust+Company+linkedin,https://www.google.com/search?q=TSX+Trust+Company+President+OR+CEO+linkedin,https://www.google.com/search?q=TSX+Trust+Company+facebook,https://www.google.com/search?q=TSX+Trust+Company+instagram,https://www.google.com/search?q=TSX+Trust+Company+twitter+OR+x.com,https://tmx.com,https://www.loopnet.com/search?q=TSX+Trust+Company,https://www.google.com/search?q=TSX+Trust+Company+site%3Aloopnet.com,https://www.google.com/search?q=TSX+Trust+Company+commercial+real+estate,https://www.google.com/search?q=TSX+Trust+Company+properties+for+sale+lease,,,,,,,,0,"### 🔍 QUICK LINKS

**TSX Trust Company**
*Lender*

🌐 [Website](https://tmx.com)

**General Search:**
| Google | [Search](https://www.google.com/search?q=TSX+Trust+Company) |
| Contact | [Find](https://www.google.com/search?q=TSX+Trust+Company+contact) |
| LinkedIn | [Profile](https://www.google.com/search?q=TSX+Trust+Company+linkedin) |
| President/CEO | [Search](https://www.google.com/search?q=TSX+Trust+Company+President+OR+CEO+linkedin) |
| Facebook | [Page](https://www.google.com/search?q=TSX+Trust+Company+facebook) |
| Instagram | [Profile](https://www.google.com/search?q=TSX+Trust+Company+instagram) |
| Twitter/X | [Profile](https://www.google.com/search?q=TSX+Trust+Company+twitter+OR+x.com) |

**🏢 Commercial Real Estate:**
| LOOPNET | [Search](https://www.loopnet.com/search?q=TSX+Trust+Company) |
| LOOPNET Properties | [Find](https://www.google.com/search?q=TSX+Trust+Company+site%3Aloopnet.com) |
| CRE Search | [Google](https://www.google.com/search?q=TSX+Trust+Company+commercial+real+estate) |
| Listings | [Search](https://www.google.com/search?q=TSX+Trust+Company+properties+for+sale+lease) |",
252,Home Trust Company,,,2023-10-13 11:00:22,'2023-10-30 12:43:01'),https://www.google.com/search?q=Home+Trust+Company,https://www.google.com/search?q=Home+Trust+Company+contact,https://www.google.com/search?q=Home+Trust+Company+linkedin,https://www.google.com/search?q=Home+Trust+Company+President+OR+CEO+linkedin,https://www.google.com/search?q=Home+Trust+Company+facebook,https://www.google.com/search?q=Home+Trust+Company+instagram,https://www.google.com/search?q=Home+Trust+Company+twitter+OR+x.com,,https://www.loopnet.com/search?q=Home+Trust+Company,https://www.google.com/search?q=Home+Trust+Company+site%3Aloopnet.com,https://www.google.com/search?q=Home+Trust+Company+commercial+real+estate,https://www.google.com/search?q=Home+Trust+Company+properties+for+sale+lease,,,,,,,,0,"### 🔍 QUICK LINKS

**Home Trust Company**
*Lender*


**General Search:**
| Google | [Search](https://www.google.com/search?q=Home+Trust+Company) |
| Contact | [Find](https://www.google.com/search?q=Home+Trust+Company+contact) |
| LinkedIn | [Profile](https://www.google.com/search?q=Home+Trust+Company+linkedin) |
| President/CEO | [Search](https://www.google.com/search?q=Home+Trust+Company+President+OR+CEO+linkedin) |
| Facebook | [Page](https://www.google.com/search?q=Home+Trust+Company+facebook) |
| Instagram | [Profile](https://www.google.com/search?q=Home+Trust+Company+instagram) |
| Twitter/X | [Profile](https://www.google.com/search?q=Home+Trust+Company+twitter+OR+x.com) |

**🏢 Commercial Real Estate:**
| LOOPNET | [Search](https://www.loopnet.com/search?q=Home+Trust+Company) |
| LOOPNET Properties | [Find](https://www.google.com/search?q=Home+Trust+Company+site%3Aloopnet.com) |
| CRE Search | [Google](https://www.google.com/search?q=Home+Trust+Company+commercial+real+estate) |
| Listings | [Search](https://www.google.com/search?q=Home+Trust+Company+properties+for+sale+lease) |",
253,SKM Holdings Inc,,,2023-10-13 11:00:22,'2023-10-30 12:43:01'),https://www.google.com/search?q=SKM+Holdings+Inc,https://www.google.com/search?q=SKM+Holdings+Inc+contact,https://www.google.com/search?q=SKM+Holdings+Inc+linkedin,https://www.google.com/search?q=SKM+Holdings+Inc+President+OR+CEO+linkedin,https://www.google.com/search?q=SKM+Holdings+Inc+facebook,https://www.google.com/search?q=SKM+Holdings+Inc+instagram,https://www.google.com/search?q=SKM+Holdings+Inc+twitter+OR+x.com,,https://www.loopnet.com/search?q=SKM+Holdings+Inc,https://www.google.com/search?q=SKM+Holdings+Inc+site%3Aloopnet.com,https://www.google.com/search?q=SKM+Holdings+Inc+commercial+real+estate,https://www.google.com/search?q=SKM+Holdings+Inc+properties+for+sale+lease,,,,,,,,0,"### 🔍 QUICK LINKS

**SKM Holdings Inc**
*Lender*


**General Search:**
| Google | [Search](https://www.google.com/search?q=SKM+Holdings+Inc) |
| Contact | [Find](https://www.google.com/search?q=SKM+Holdings+Inc+contact) |
| LinkedIn | [Profile](https://www.google.com/search?q=SKM+Holdings+Inc+linkedin) |
| President/CEO | [Search](https://www.google.com/search?q=SKM+Holdings+Inc+President+OR+CEO+linkedin) |
| Facebook | [Page](https://www.google.com/search?q=SKM+Holdings+Inc+facebook) |
| Instagram | [Profile](https://www.google.com/search?q=SKM+Holdings+Inc+instagram) |
| Twitter/X | [Profile](https://www.google.com/search?q=SKM+Holdings+Inc+twitter+OR+x.com) |

**🏢 Commercial Real Estate:**
| LOOPNET | [Search](https://www.loopnet.com/search?q=SKM+Holdings+Inc) |
| LOOPNET Properties | [Find](https://www.google.com/search?q=SKM+Holdings+Inc+site%3Aloopnet.com) |
| CRE Search | [Google](https://www.google.com/search?q=SKM+Holdings+Inc+commercial+real+estate) |
| Listings | [Search](https://www.google.com/search?q=SKM+Holdings+Inc+properties+for+sale+lease) |",
254,ATS Holdings Cor,,,2023-10-13 11:00:22,'2023-10-30 12:43:01'),https://www.google.com/search?q=ATS+Holdings+Cor,https://www.google.com/search?q=ATS+Holdings+Cor+contact,https://www.google.com/search?q=ATS+Holdings+Cor+linkedin,https://www.google.com/search?q=ATS+Holdings+Cor+President+OR+CEO+linkedin,https://www.google.com/search?q=ATS+Holdings+Cor+facebook,https://www.google.com/search?q=ATS+Holdings+Cor+instagram,https://www.google.com/search?q=ATS+Holdings+Cor+twitter+OR+x.com,,https://www.loopnet.com/search?q=ATS+Holdings+Cor,https://www.google.com/search?q=ATS+Holdings+Cor+site%3Aloopnet.com,https://www.google.com/search?q=ATS+Holdings+Cor+commercial+real+estate,https://www.google.com/search?q=ATS+Holdings+Cor+properties+for+sale+lease,,,,,,,,0,"### 🔍 QUICK LINKS

**ATS Holdings Cor**
*Lender*


**General Search:**
| Google | [Search](https://www.google.com/search?q=ATS+Holdings+Cor) |
| Contact | [Find](https://www.google.com/search?q=ATS+Holdings+Cor+contact) |
| LinkedIn | [Profile](https://www.google.com/search?q=ATS+Holdings+Cor+linkedin) |
| President/CEO | [Search](https://www.google.com/search?q=ATS+Holdings+Cor+President+OR+CEO+linkedin) |
| Facebook | [Page](https://www.google.com/search?q=ATS+Holdings+Cor+facebook) |
| Instagram | [Profile](https://www.google.com/search?q=ATS+Holdings+Cor+instagram) |
| Twitter/X | [Profile](https://www.google.com/search?q=ATS+Holdings+Cor+twitter+OR+x.com) |

**🏢 Commercial Real Estate:**
| LOOPNET | [Search](https://www.loopnet.com/search?q=ATS+Holdings+Cor) |
| LOOPNET Properties | [Find](https://www.google.com/search?q=ATS+Holdings+Cor+site%3Aloopnet.com) |
| CRE Search | [Google](https://www.google.com/search?q=ATS+Holdings+Cor+commercial+real+estate) |
| Listings | [Search](https://www.google.com/search?q=ATS+Holdings+Cor+properties+for+sale+lease) |",
255,Shellian Inc,,,2023-10-13 11:00:22,'2023-10-30 12:43:01'),https://www.google.com/search?q=Shellian+Inc,https://www.google.com/search?q=Shellian+Inc+contact,https://www.google.com/search?q=Shellian+Inc+linkedin,https://www.google.com/search?q=Shellian+Inc+President+OR+CEO+linkedin,https://www.google.com/search?q=Shellian+Inc+facebook,https://www.google.com/search?q=Shellian+Inc+instagram,https://www.google.com/search?q=Shellian+Inc+twitter+OR+x.com,,https://www.loopnet.com/search?q=Shellian+Inc,https://www.google.com/search?q=Shellian+Inc+site%3Aloopnet.com,https://www.google.com/search?q=Shellian+Inc+commercial+real+estate,https://www.google.com/search?q=Shellian+Inc+properties+for+sale+lease,,,,,,,,0,"### 🔍 QUICK LINKS

**Shellian Inc**
*Lender*


**General Search:**
| Google | [Search](https://www.google.com/search?q=Shellian+Inc) |
| Contact | [Find](https://www.google.com/search?q=Shellian+Inc+contact) |
| LinkedIn | [Profile](https://www.google.com/search?q=Shellian+Inc+linkedin) |
| President/CEO | [Search](https://www.google.com/search?q=Shellian+Inc+President+OR+CEO+linkedin) |
| Facebook | [Page](https://www.google.com/search?q=Shellian+Inc+facebook) |
| Instagram | [Profile](https://www.google.com/search?q=Shellian+Inc+instagram) |
| Twitter/X | [Profile](https://www.google.com/search?q=Shellian+Inc+twitter+OR+x.com) |

**🏢 Commercial Real Estate:**
| LOOPNET | [Search](https://www.loopnet.com/search?q=Shellian+Inc) |
| LOOPNET Properties | [Find](https://www.google.com/search?q=Shellian+Inc+site%3Aloopnet.com) |
| CRE Search | [Google](https://www.google.com/search?q=Shellian+Inc+commercial+real+estate) |
| Listings | [Search](https://www.google.com/search?q=Shellian+Inc+properties+for+sale+lease) |",
256,Kindred Credit Union Ltd,,,2023-10-13 11:00:22,'2023-10-30 12:43:01'),https://www.google.com/search?q=Kindred+Credit+Union+Ltd,https://www.google.com/search?q=Kindred+Credit+Union+Ltd+contact,https://www.google.com/search?q=Kindred+Credit+Union+Ltd+linkedin,https://www.google.com/search?q=Kindred+Credit+Union+Ltd+President+OR+CEO+linkedin,https://www.google.com/search?q=Kindred+Credit+Union+Ltd+facebook,https://www.google.com/search?q=Kindred+Credit+Union+Ltd+instagram,https://www.google.com/search?q=Kindred+Credit+Union+Ltd+twitter+OR+x.com,,https://www.loopnet.com/search?q=Kindred+Credit+Union+Ltd,https://www.google.com/search?q=Kindred+Credit+Union+Ltd+site%3Aloopnet.com,https://www.google.com/search?q=Kindred+Credit+Union+Ltd+commercial+real+estate,https://www.google.com/search?q=Kindred+Credit+Union+Ltd+properties+for+sale+lease,,,,,,,,0,"### 🔍 QUICK LINKS

**Kindred Credit Union Ltd**
*Lender*


**General Search:**
| Google | [Search](https://www.google.com/search?q=Kindred+Credit+Union+Ltd) |
| Contact | [Find](https://www.google.com/search?q=Kindred+Credit+Union+Ltd+contact) |
| LinkedIn | [Profile](https://www.google.com/search?q=Kindred+Credit+Union+Ltd+linkedin) |
| President/CEO | [Search](https://www.google.com/search?q=Kindred+Credit+Union+Ltd+President+OR+CEO+linkedin) |
| Facebook | [Page](https://www.google.com/search?q=Kindred+Credit+Union+Ltd+facebook) |
| Instagram | [Profile](https://www.google.com/search?q=Kindred+Credit+Union+Ltd+instagram) |
| Twitter/X | [Profile](https://www.google.com/search?q=Kindred+Credit+Union+Ltd+twitter+OR+x.com) |

**🏢 Commercial Real Estate:**
| LOOPNET | [Search](https://www.loopnet.com/search?q=Kindred+Credit+Union+Ltd) |
| LOOPNET Properties | [Find](https://www.google.com/search?q=Kindred+Credit+Union+Ltd+site%3Aloopnet.com) |
| CRE Search | [Google](https://www.google.com/search?q=Kindred+Credit+Union+Ltd+commercial+real+estate) |
| Listings | [Search](https://www.google.com/search?q=Kindred+Credit+Union+Ltd+properties+for+sale+lease) |",
