61,1595758 Ontario Ltd,,,2023-10-13 11:00:09,'2023-10-30 12:43:01')
62,Christine Grandy,,,2023-10-13 11:00:09,'2023-10-30 12:43:01')
63,Aarkin Holdings Ltd,arkinholdings.com,,2023-12-02 13:34:39,'2023-10-30 12:43:01')
64,Symington Properties Development Ltd,,,2023-10-13 11:00:09,'2023-10-30 12:43:01')
65,Lincoln House Inc,,,2023-10-13 11:00:09,'2023-10-30 12:43:01')
66,Toronto Community Housing Cor,,,2023-10-13 11:00:09,'2023-10-30 12:43:01')
67,City of Toronto,,,2023-10-13 11:00:09,'2023-10-30 12:43:01')
68,Concentra Trust,,,2023-10-13 11:00:09,'2023-10-30 12:43:01')
69,HSBC Bank Canada,hsbc.ca,,2023-12-02 13:34:39,'2023-10-30 12:43:01')
70,Peoples Trust Co,peoplestrust.com,,2023-12-02 13:34:39,'2023-10-30 12:43:01')
71,The Fields of Wellington Inc,,,2023-10-13 11:00:09,'2023-10-30 12:43:01')
72,Mac&#039;s Convenience Stores Inc,circlek.com,,2023-12-02 13:34:42,'2023-10-30 12:43:01')
73,Masteel Investment (Burlington) Cor,,,2023-10-13 11:00:09,'2023-10-30 12:43:01')
74,Oakville Centre Medical Realty Inc,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
75,2439656 Ontario Inc,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
76,1445422 Ontario Inc,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
77,Fiera FP Real Estate Financing Fund Inc,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
78,2167492 Ontario Inc,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
79,2108957 Ontario Inc,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
80,2435675 Ontario Inc,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
81,Equitable Bank,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
82,5017120 Ontario Inc,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
83,1834375 Ontario Inc,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
84,4Q MR V GP Inc,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
85,Timbercreek MR V (Europe) GP Inc,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
86,Timberdreek Canadian Multi-Residential V GP Inc,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
87,Timbercreek Canadian Multi-Residential V GP Inc,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
88,Portage Capital Nominee Cor,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
89,Ironclad Developments Eagleson Inc,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
90,River Mill Development Cor,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
91,Wykland Estates Inc,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
92,Stan Klemencic Builder Ltd,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
93,"Landesbank Baden-Wurttemberg, New York Branch",lbbw.de,,2023-12-02 13:34:40,'2023-10-30 12:43:01')
94,Dream Distillery Retail (GP) Inc,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
95,2007141 Ontario Inc,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
96,Laurentian Bank of Canada,banquelaurentienne.ca,,2023-12-02 13:34:42,'2023-10-30 12:43:01')
97,Desjardins Financial Security Life Assurance Co,,,2023-10-13 11:00:10,'2023-10-30 12:43:01')
98,The Canada Life Assurance Co,canadalife.com,,2023-12-02 13:34:40,'2023-10-30 12:43:01')
99,Dunbloor Developments Inc,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
100,512160 Ontario Ltd,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
101,Westmount Guarantee Services Inc,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
102,3689918 Ontario Inc,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
103,Cambrian Credit Union Ltd,cambrian.mb.ca,,2023-12-02 13:34:40,'2023-10-30 12:43:01')
104,2445132 Ontario Inc,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
105,2733068 Ontario Inc,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
106,MarshallZehr Grou,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
107,Costco Wholesale Canada Ltd,costco.ca,,2023-12-02 13:34:40,'2023-10-30 12:43:01')
108,Redcreek Developments Inc,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
109,Oakville Executive Golf Course,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
110,Scotia Mortgage Cor,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
111,Vector Financial Services Ltd,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
112,2841114 Ontario Inc,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
113,CIRT Inc,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
114,Gavia Construction Ltd,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
115,Bethel Gospel Tabernacle (Hamilton) Inc,bgthamilton.com,,2023-12-02 13:34:40,'2023-10-30 12:43:01')
116,Spina&#039;s Steel Workers Co Ltd,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
117,Home Trust Co,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
118,May Stone Investments Inc,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
119,Ekasa Hospitality Inc,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
120,Arch Insurance Canada Ltd,archinsurance.com,,2023-12-02 13:34:40,'2023-10-30 12:43:01')
121,Bell Canada,,,2023-10-13 11:00:11,'2023-10-30 12:43:01')
122,Cachet Harbour Clarkway Inc,,,2023-10-13 11:00:12,'2023-10-30 12:43:01')
123,Hazelview MR V (Europe) GP Inc,,,2023-10-13 11:00:12,'2023-10-30 12:43:01')
124,Hazelview Canadian Multi-Residential V GP Inc,,,2023-10-13 11:00:12,'2023-10-30 12:43:01')
125,Liari Investments Inc,,,2023-10-13 11:00:12,'2023-10-30 12:43:01')
126,Alterna Savings and Credit Union Ltd,alterna.ca,,2023-12-02 13:34:41,'2023-10-30 12:43:01')
127,Banwell Property Inc,,,2023-10-13 11:00:12,'2023-10-30 12:43:01')
128,Sun Life Assurance Company of Canada,,,2023-10-13 11:00:12,'2023-10-30 12:43:01')
129,MarshallZehr Group Inc,,,2023-10-13 11:00:12,'2023-10-30 12:43:01')
130,CPW Inc,,,2023-10-13 11:00:12,'2023-10-30 12:43:01')
131,11250728 Canada Inc,canadaincredible.com,,2023-12-02 13:34:24,'2023-10-30 12:43:01')
132,10943916 Canada Inc,,,2023-10-13 11:00:12,'2023-10-30 12:43:01')
133,BCMP Mortgage Investment Cor,,,2023-10-13 11:00:12,'2023-10-30 12:43:01')
134,Almada Inc,,,2023-10-13 11:00:12,'2023-10-30 12:43:01')
135,2580119 Ontario Inc,,,2023-10-13 11:00:12,'2023-10-30 12:43:01')
136,1044971 Ontario Ltd,,,2023-10-13 11:00:12,'2023-10-30 12:43:01')
137,Industrial and Commercial Bank of China,icbc.com.cn,,2023-12-02 13:34:41,'2023-10-30 12:43:01')
138,Duca Financial Services Credit Union Ltd,duca.com,,2023-12-02 13:34:41,'2023-10-30 12:43:01')
139,BG Advisory Services Inc,,,2023-10-13 11:00:12,'2023-10-30 12:43:01')
140,Institutional Mortgage Capital Canada Inc,,,2023-10-13 11:00:12,'2023-10-30 12:43:01')
141,Sun Valley (Danforth Rd) Land Inc,,,2023-10-13 11:00:13,'2023-10-30 12:43:01')
142,The Manufacturers Life Insurance Co,,,2023-10-13 11:00:13,'2023-10-30 12:43:01')
143,2696739 Ontario Inc,,,2023-10-13 11:00:13,'2023-10-30 12:43:01')
144,TRG (New-Guelph) Inc,,,2023-10-13 11:00:13,'2023-10-30 12:43:01')
145,511437 Ontario Ltd,,,2023-10-13 11:00:13,'2023-10-30 12:43:01')
146,Famee Furlane Toronto,,,2023-10-13 11:00:13,'2023-10-30 12:43:01')
147,Jot Holdings Inc,,,2023-10-13 11:00:13,'2023-10-30 12:43:01')
148,MCAP Financial Cor,,,2023-10-13 11:00:13,'2023-10-30 12:43:01')
149,Prabh Holdings Inc,,,2023-10-13 11:00:13,'2023-10-30 12:43:01')
150,255156 Ontario Inc,,,2023-10-13 11:00:13,'2023-10-30 12:43:01')
151,Caledon Development #2 LP,,,2023-10-13 11:00:13,'2023-10-30 12:43:01')
152,2848498 Ontario Inc,,,2023-10-13 11:00:13,'2023-10-30 12:43:01')
153,1000033635 Ontario Inc,,,2023-10-13 11:00:13,'2023-10-30 12:43:01')
154,Syrier Holdings Inc,,,2023-10-13 11:00:13,'2023-10-30 12:43:01')
155,Armdale Estates Inc,,,2023-10-13 11:00:13,'2023-10-30 12:43:01')
156,Coast Capital Savings Federal Credit Unio,coastcapitalsavings.com,,2023-12-02 13:34:41,'2023-10-30 12:43:01')
157,Karalee Developments Ltd,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
158,1423320 Ontario Inc,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
159,Choice Properties GP Inc,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
160,Vinfab Investments Inc,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
161,109-117 Langstaff Inv Ltd,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
162,Sorge Enterprises Inc,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
163,2110164 Ontario Ltd,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
164,Her Majesty the Queen in right of Ontario as represented by the Minister of Government and Consumer Service,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
165,Your Neighbourhood Credit Union Ltd,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
166,Her Majesty the Queen in right of Ontario as represented by the Minister of Municipal Affairs and Housing,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
167,AKSM Properties Inc,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
168,1183152 Ontario Ltd,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
169,Computershare Trust Co of Canada,computershare.com,,2023-12-02 13:34:42,'2023-10-30 12:43:01')
170,LDB Holdings Ltd,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
171,Addenda Capital Inc,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
172,Empirical Capital Cor,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
173,2457602 Ontario Inc,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
174,Caisse Desjardins Ontario Credit Union Inc,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
175,Devjo Holdings Ltd,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
176,KDM Corporatio,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
177,Colmusa LLC,,,2023-10-13 11:00:14,'2023-10-30 12:43:01')
178,HMT Holdings Inc,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
179,Folkrich Enterprises Inc,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
180,QuadReal Real Estate Debt (Canada) GP Inc,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
181,The Independent Order of Forester,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
182,Hullmark (102 Atlantic) Ltd,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
183,First Capital Holdings (Ontario) Cor,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
184,Meschino Bros Ltd,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
185,Quid Pro Capital Inc,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
186,Mercedes-Benz Financial Services Canada,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
187,Mercedes-Benz Financial Services Canada Cor,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
188,Colborne Estate Company Ltd,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
189,Comwood Holdings Cor,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
190,915643 Ontario Inc,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
191,Aarti Real Estate Enterprises Inc,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
192,Foremost Mortgage Holding Cor,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
193,Atlas Development Ltd,atlashxm.com,,2023-12-02 13:34:42,'2023-10-30 12:43:01')
194,502 Holdings Inc,502holdingsinc.ca,,2023-12-02 13:34:42,'2023-10-30 12:43:01')
195,Hanard Capital Cor,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
196,K Lepage (One) Developments Inc,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
197,Toronto Waterfront Revitalization Cor,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
198,The School Sisters of Notre Dame of Ontario,,,2023-10-13 11:00:15,'2023-10-30 12:43:01')
199,C &amp; K Mortgage Services Inc,,,2023-10-13 11:00:16,'2023-10-30 12:43:01')
200,First National Financial GP Cor,,,2023-10-13 11:00:16,'2023-10-30 12:43:01')
201,Marz Homes Holdings Inc,,,2023-10-13 11:00:16,'2023-10-30 12:43:01')
202,Dunloe Developments Inc,,,2023-10-13 11:00:16,'2023-10-30 12:43:01')
203,2486210 Ontario Ltd,,,2023-10-13 11:00:16,'2023-10-30 12:43:01')
204,2360083 Ontario Ltd,,,2023-10-13 11:00:16,'2023-10-30 12:43:01')
205,2661297 Ontario Inc,,,2023-10-13 11:00:16,'2023-10-30 12:43:01')
206,2438747 Ontario Ltd and 9 other,,,2023-10-13 11:00:16,'2023-10-30 12:43:01')
207,Canadian Imperial Bank of Canada,,,2023-10-13 11:00:16,'2023-10-30 12:43:01')
208,TC Core GP Inc,,,2023-10-13 11:00:16,'2023-10-30 12:43:01')
209,Prima Vista Estates Inc,,,2023-10-13 11:00:16,'2023-10-30 12:43:01')
210,Hanna&#039;s Landing Inc,,,2023-10-13 11:00:16,'2023-10-30 12:43:01')
211,Romandale Farms Ltd,,,2023-10-13 11:00:16,'2023-10-30 12:43:01')
212,Tweed Inc,,,2023-10-13 11:00:17,'2023-10-30 12:43:01')
213,WA Spratt &amp; Sons Ltd,,,2023-10-13 11:00:17,'2023-10-30 12:43:01')
214,Sobeys Capital Inc,,,2023-10-13 11:00:17,'2023-10-30 12:43:01')
215,Cobeys Capital Inc,,,2023-10-13 11:00:17,'2023-10-30 12:43:01')
216,Beyond Westminster2 Canada ULC,,,2023-10-13 11:00:17,'2023-10-30 12:43:01')
217,Radaja Inc,,,2023-10-13 11:00:17,'2023-10-30 12:43:01')
218,Ontario Power Generatio,,,2023-10-13 11:00:17,'2023-10-30 12:43:01')
219,Fiera Private Debt Inc,,,2023-10-13 11:00:17,'2023-10-30 12:43:01')
220,1263917 Ontario Inc,,,2023-10-13 11:00:17,'2023-10-30 12:43:01')
221,Brookvalley Wasaga Inc,,,2023-10-13 11:00:17,'2023-10-30 12:43:01')
222,Portage Captial Nominee Cor,,,2023-10-13 11:00:17,'2023-10-30 12:43:01')
223,1413522 Ontario Ltd,,,2023-10-13 11:00:17,'2023-10-30 12:43:01')
224,1000300206 Ontario Inc,,,2023-10-13 11:00:17,'2023-10-30 12:43:01')
225,Queblo Properties Inc,,,2023-10-13 11:00:17,'2023-10-30 12:43:01')
226,Hue Developments &amp; Investments Canada Inc,,,2023-10-13 11:00:17,'2023-10-30 12:43:01')
227,Ducimus Capital Inc,,,2023-10-13 11:00:17,'2023-10-30 12:43:01')
228,Tandia Financial Credit Union Ltd,tandia.com,,2023-12-02 13:34:33,'2023-10-30 12:43:01')
229,2380416 Ontario Inc,,,2023-10-13 11:00:18,'2023-10-30 12:43:01')
230,Bro-Ham Properties Inc,,,2023-10-13 11:00:18,'2023-10-30 12:43:01')
231,Jackson Heights Developments Inc,,,2023-10-13 11:00:18,'2023-10-30 12:43:01')
232,9355-9797 Quebec Inc,,,2023-10-13 11:00:18,'2023-10-30 12:43:01')
233,Briva Finance (Commandite) Inc,,,2023-10-13 11:00:18,'2023-10-30 12:43:01')
234,Di Santo Holdings Ltd,,,2023-10-13 11:00:18,'2023-10-30 12:43:01')
235,2118699 Ontario Ltd,,,2023-10-13 11:00:18,'2023-10-30 12:43:01')
236,Omer Investments Inc,,,2023-10-13 11:00:18,'2023-10-30 12:43:01')
237,South Guelph Holdings Ltd,,,2023-10-13 11:00:18,'2023-10-30 12:43:01')
238,The Toronto-Dominiobn Bank,,,2023-10-13 11:00:18,'2023-10-30 12:43:01')
239,2156598 Ontario Ltd,,,2023-10-13 11:00:18,'2023-10-30 12:43:01')
240,Robbins Farms Ltd,,,2023-10-13 11:00:18,'2023-10-30 12:43:01')
241,Purepharm Inc,,,2023-10-13 11:00:19,'2023-10-30 12:43:01')
242,Broccolini HLS GP Inc,,,2023-10-13 11:00:19,'2023-10-30 12:43:01')
243,GR (Can) Investment Co Ltd,,,2023-10-13 11:00:19,'2023-10-30 12:43:01')
244,HRFD Holding Inc,,,2023-10-13 11:00:19,'2023-10-30 12:43:01')
245,Carson Trail Estates Inc,,,2023-10-13 11:00:19,'2023-10-30 12:43:01')
246,Ridorwin Holdings Ltd,,,2023-10-13 11:00:19,'2023-10-30 12:43:01')
247,Finanz Inc,,,2023-10-13 11:00:19,'2023-10-30 12:43:01')
248,Sparkle Management Inc,,,2023-10-13 11:00:20,'2023-10-30 12:43:01')
249,Van Der Avoird Group Inc,,,2023-10-13 11:00:20,'2023-10-30 12:43:01')
250,Regal Team Financial Inc,,,2023-10-13 11:00:22,'2023-10-30 12:43:01')
251,TSX Trust Company,tmx.com,,2023-12-02 13:34:42,'2023-10-30 12:43:01')
252,Home Trust Company,,,2023-10-13 11:00:22,'2023-10-30 12:43:01')
253,SKM Holdings Inc,,,2023-10-13 11:00:22,'2023-10-30 12:43:01')
254,ATS Holdings Cor,,,2023-10-13 11:00:22,'2023-10-30 12:43:01')
255,Shellian Inc,,,2023-10-13 11:00:22,'2023-10-30 12:43:01')
256,Kindred Credit Union Ltd,,,2023-10-13 11:00:22,'2023-10-30 12:43:01')
257,Ukrainian Credit Union Ltd,ukrainiancu.com,,2023-12-02 13:34:33,'2023-10-30 12:43:01')
258,County of Oxford,,,2023-10-13 11:00:23,'2023-10-30 12:43:01')
259,The Toronto-Dominion Bak,,,2023-10-13 11:00:23,'2023-10-30 12:43:01')
260,622148 Ontario Ltd,,,2023-10-13 11:00:23,'2023-10-30 12:43:01')
261,109 Investments Ltd,,,2023-10-13 11:00:23,'2023-10-30 12:43:01')
262,Libro Credit Union Ltd,,,2023-10-13 11:00:23,'2023-10-30 12:43:01')
263,Olympia Trust Co and 11 other,,,2023-10-13 11:00:23,'2023-10-30 12:43:01')
264,Jo-Zen Investments Ltd,,,2023-10-13 11:00:23,'2023-10-30 12:43:01')
265,2603775 Ontario Inc,,,2023-10-13 11:00:24,'2023-10-30 12:43:01')
266,Max Capital Cor,,,2023-10-13 11:00:24,'2023-10-30 12:43:01')
267,Tomlinson Development Cor,,,2023-10-13 11:00:24,'2023-10-30 12:43:01')
268,La Rosa Building Inc,,,2023-10-13 11:00:24,'2023-10-30 12:43:01')
269,Sigma One Capital Inc,,,2023-10-13 11:00:24,'2023-10-30 12:43:01')
270,1602532 Ontario Ltd,,,2023-10-13 11:00:24,'2023-10-30 12:43:01')
271,2586421 Ontario Ltd,,,2023-10-13 11:00:24,'2023-10-30 12:43:01')
272,2455340 Ontario Inc,,,2023-10-13 11:00:24,'2023-10-30 12:43:01')
273,Great West Lumber Inc,,,2023-10-13 11:00:24,'2023-10-30 12:43:01')
274,PB Financial Inc,,,2023-10-13 11:00:25,'2023-10-30 12:43:01')
275,Mad Queen Investments Inc,,,2023-10-13 11:00:25,'2023-10-30 12:43:01')
276,951894 Ontario Ltd,,,2023-10-13 11:00:25,'2023-10-30 12:43:01')
277,Corwin Mortgage Holding Cor,,,2023-10-13 11:00:25,'2023-10-30 12:43:01')
278,Morrison Financial Mortgage Cor,morrisonfinancial.com,,2023-12-02 13:34:34,'2023-10-30 12:43:01')
279,Peace Hills Trust Co,peacehills.com,,2023-12-02 13:34:34,'2023-10-30 12:43:01')
280,2849168 Ontario Inc,,,2023-10-13 11:00:25,'2023-10-30 12:43:01')
281,Innovative Industries Cor,,,2023-10-13 11:00:25,'2023-10-30 12:43:01')
282,Motor City Community Credit Union Ltd,mcccu.com,,2023-12-02 13:34:34,'2023-10-30 12:43:01')
283,Silver Leaf Rock Developments Inc,,,2023-10-13 11:00:25,'2023-10-30 12:43:01')
284,1595179 Ontario Inc,,,2023-10-13 11:00:25,'2023-10-30 12:43:01')
285,Trinity Wood Inc,,,2023-10-13 11:00:25,'2023-10-30 12:43:01')
286,Firm Capital Mortgage Fund Inc,firmcapital.com,,2023-12-02 13:34:34,'2023-10-30 12:43:01')
287,1000424984 Ontario Inc,,,2023-10-13 11:00:25,'2023-10-30 12:43:01')
288,1720188 Ontario Inc,,,2023-10-13 11:00:25,'2023-10-30 12:43:01')
289,WIGI Restructured Bond Cor,,,2023-10-13 11:00:26,'2023-10-30 12:43:01')
290,Champs Fec Ltd,,,2023-10-13 11:00:26,'2023-10-30 12:43:01')
291,2812867 Ontario Inc,,,2023-10-13 11:00:26,'2023-10-30 12:43:01')
292,836055 Ontario Ltd,,,2023-10-13 11:00:26,'2023-10-30 12:43:01')
293,Maplebrae Farm Inc,,,2023-10-13 11:00:26,'2023-10-30 12:43:01')
294,PMP 2011 GP Ltd,,,2023-10-13 11:00:26,'2023-10-30 12:43:01')
295,The Canada Life Insurance Company of Canada,canadalife.com,,2023-12-02 13:34:42,'2023-10-30 12:43:01')
296,876166 Ontario Inc,,,2023-10-13 11:00:26,'2023-10-30 12:43:01')
297,Caisse Desjardins de Terrebonne,,,2023-10-13 11:00:26,'2023-10-30 12:43:01')
298,Del Sol Greenhouses Inc,,,2023-10-13 11:00:26,'2023-10-30 12:43:01')
299,WPC GP Inc,,,2023-10-13 11:00:26,'2023-10-30 12:43:01')
300,FirstOntario Credit Union Ltd,ontario.coop,,2023-12-02 13:34:34,'2023-10-30 12:43:01')
301,Delaware Trust Co,delawaretrust.com,,2023-12-02 13:34:34,'2023-10-30 12:43:01')
