34,TD Cornerstone Commercial Realty Inc,,,2023-10-12 11:19:10,'2023-10-30 12:42:05')
35,Rogers &amp; Trainor Commercial Realty Inc,,,2023-10-12 11:19:58,'2023-10-30 12:42:05')
36,Colliers Capital Markets Canada,,,2023-10-12 11:19:59,'2023-10-30 12:42:05')
37,Colliers International Toronto West Office,,,2023-10-12 11:19:59,'2023-10-30 12:42:05')
38,Whitney &amp; Company Realty Ltd,whitneycompany.net,,2023-12-02 13:52:21,'2023-10-30 12:42:05')
39,Red Leaf Real Estate Ltd,,,2023-10-12 11:19:59,'2023-10-30 12:42:05')
40,Mysak Realty Inc,,,2023-10-12 11:20:02,'2023-10-30 12:42:05')
41,Royal LePage Peifer Realty,,,2023-10-12 11:20:02,'2023-10-30 12:42:05')
42,Capital North Realty Corp,northsound.com,,2023-12-02 13:35:00,'2023-10-30 12:42:05')
43,Homelife Landmark Realty Inc,,,2023-10-12 11:20:03,'2023-10-30 12:42:05')
44,Zolo Realty,zolo.ca,,2023-12-02 13:35:04,'2023-10-30 12:42:05')
45,Main Street Realty Ltd,,,2023-10-12 11:20:03,'2023-10-30 12:42:05')
46,RE/MAX Twin City Realty Inc,remaxtwincity.com,,2023-12-02 13:34:43,'2023-10-30 12:42:05')
47,Brewing Brokers Realty Inc,brokersrealtygroup.com,,2023-12-02 13:35:00,'2023-10-30 12:42:05')
48,Coupal Markou Commercial Real Estate,corenyc.com,,2023-12-02 13:35:00,'2023-10-30 12:42:05')
49,RE/MAX Advantage Realty Ltd,,,2023-10-12 11:20:03,'2023-10-30 12:42:05')
50,Royal LePage Your Community Realty,,,2023-10-12 11:20:04,'2023-10-30 12:42:05')
51,Avison Young Inc,,,2023-10-12 11:20:04,'2023-10-30 12:42:05')
52,Bosley Real Estate Ltd,bosleyrealestate.com,,2023-12-02 13:34:43,'2023-10-30 12:42:05')
53,Colliers International Niagara Ltd,,,2023-10-12 11:20:05,'2023-10-30 12:42:05')
54,Royal LePage Frank Real Estate,,,2023-10-12 11:20:05,'2023-10-30 12:42:05')
55,Century 21 Regal Realty Inc,,,2023-10-12 11:20:05,'2023-10-30 12:42:05')
56,Axis Realty,,,2023-10-12 11:20:05,'2023-10-30 12:42:05')
57,Citi Brokers Realty Inc,,,2023-10-12 11:20:05,'2023-10-30 12:42:05')
58,CPM Realty Corp,cpmrealty.com.au,,2023-12-02 13:34:43,'2023-10-30 12:42:05')
59,Vanguard Realty,,,2023-10-12 11:20:07,'2023-10-30 12:42:05')
60,RBC Capital Markets Realty Inc,,,2023-10-12 11:20:07,'2023-10-30 12:42:05')
61,Royal LePage Signature Realty,,,2023-10-12 11:20:07,'2023-10-30 12:42:05')
62,DW Gould Realty,,,2023-10-12 11:20:07,'2023-10-30 12:42:05')
63,Cushman &amp; Wakefield Waterloo Region Ltd,,,2023-10-12 11:20:08,'2023-10-30 12:42:05')
64,"Jordan Palmer, Scott Anderson &amp; David Anderson, 519-585-2200Lennard Commercial Realty",colliers.com,,2023-12-02 13:34:49,'2023-10-30 12:42:05')
65,Cushman &amp; Wakefield Ltd,dtz.com,,2023-12-02 13:41:56,'2023-10-30 12:42:05')
66,REN/TEX Realty Inc,rentexrealty.com,,2023-12-02 13:35:05,'2023-10-30 12:42:05')
67,Spectrum Realty Services,,,2023-10-12 11:20:11,'2023-10-30 12:42:05')
68,Sincere Realty Inc,,,2023-10-12 11:20:11,'2023-10-30 12:42:05')
69,Realty Executive Experts Inc,,,2023-10-12 11:20:11,'2023-10-30 12:42:05')
70,Pantalone Realty Corp,,,2023-10-12 11:20:28,'2023-10-30 12:42:05')
71,Whitney &amp; Company Realty,whitneycompany.net,,2023-12-02 13:52:21,'2023-10-30 12:42:05')
72,Homelife New World Realty,homelife.com,,2023-12-02 13:35:00,'2023-10-30 12:42:05')
73,District Realty,,,2023-10-12 11:20:29,'2023-10-30 12:42:05')
74,Century 21 Atria,,,2023-10-12 11:20:29,'2023-10-30 12:42:05')
75,RBC Capital Markets Realty,brookfieldfinancial.com,,2023-12-02 13:34:44,'2023-10-30 12:42:05')
76,RE/MAX Hallmark A Team,,,2023-10-12 11:20:31,'2023-10-30 12:42:05')
77,RE/MAX Advantage,,,2023-10-12 11:20:31,'2023-10-30 12:42:05')
78,Vanguard Realty Brokerage Corp,vanguardrealty.ca,,2023-12-02 13:34:44,'2023-10-30 12:42:05')
79,Sutton Group Admiral Realty Inc,,,2023-10-12 11:20:31,'2023-10-30 12:42:05')
80,Royal LePage North Heritage Realty,,,2023-10-12 11:20:32,'2023-10-30 12:42:05')
81,Brentcom Realty Corp,,,2023-10-12 11:20:32,'2023-10-30 12:42:05')
82,Realty Advisors Ltd,,,2023-10-12 11:20:33,'2023-10-30 12:42:05')
83,"Avison Young Commercial Real Estate Services, LP",,,2023-10-12 11:20:36,'2023-10-30 12:42:05')
84,Royal LePage Maximum Realty,,,2023-10-12 11:20:36,'2023-10-30 12:42:05')
85,DTZ Barnicke,,,2023-10-12 11:20:52,'2023-10-30 12:42:05')
86,BMO Capital Markets,bmo.com,,2023-12-02 13:34:44,'2023-10-30 12:42:05')
87,CIBC World Markets,cibc.com,,2023-12-02 13:35:00,'2023-10-30 12:42:05')
88,Cushman &amp; Wakefield LePage,tdsecurities.com,,2023-12-02 13:34:46,'2023-10-30 12:42:05')
89,Primecorp Commercial Realty Inc,primecorp.ca,,2023-12-02 13:34:44,'2023-10-30 12:42:05')
90,RBC Capital Markets Real Estate Group,,,2023-10-12 11:20:52,'2023-10-30 12:42:05')
91,BMO Capital Markets Real Estate Inc,bmo.com,,2023-12-02 13:34:44,'2023-10-30 12:42:05')
92,BMO Nesbitt Burns Real Estate Inc,,,2023-10-12 11:20:53,'2023-10-30 12:42:05')
93,Avison Young Commercial Real Estate,avisonyoung.com,,2023-12-02 13:34:44,'2023-10-30 12:42:05')
94,TD Securities,tdsecurities.com,,2023-12-02 13:34:44,'2023-10-30 12:42:05')
95,Brookfield Financial Real Estate Group,starrealestate.com,,2023-12-02 13:42:12,'2023-10-30 12:42:05')
96,jj Barnicke,colliers.com,,2023-12-02 13:34:45,'2023-10-30 12:42:05')
97,RBC Capital Markets,,,2023-10-12 11:20:53,'2023-10-30 12:42:05')
98,BMO Nesbitt Burns Real Estate,,,2023-10-12 11:20:53,'2023-10-30 12:42:05')
99,Ashlar Urban Realty,,,2023-10-12 11:20:53,'2023-10-30 12:42:05')
100,Brascan Financial,,,2023-10-12 11:20:54,'2023-10-30 12:42:05')
101,ProJet Corp Realty,,,2023-10-12 11:20:54,'2023-10-30 12:42:05')
102,CB Commercial,,,2023-10-12 11:20:54,'2023-10-30 12:42:05')
103,Pantalone Realty,,,2023-10-12 11:20:54,'2023-10-30 12:42:05')
104,"Eli Fleischmann, Gary Morassutti, Pat Luca &amp; David Tweedie, 416-842-8900Avison Young Commercial Real Estate",,,2023-10-12 11:20:56,'2023-10-30 12:42:05')
105,BMO Capital Markets Real Estate,bmo.com,,2023-12-02 13:34:46,'2023-10-30 12:42:05')
106,Brookfield Financial Real Estate Group Ltd,brookfieldfinancial.com,,2023-12-02 13:34:45,'2023-10-30 12:42:05')
107,Transfer Realty,,,2023-10-12 11:20:58,'2023-10-30 12:42:05')
108,Re/Max Commercial Focus,,,2023-10-12 11:20:58,'2023-10-30 12:42:05')
109,KPMG Realty,realtor.com,,2023-12-02 13:35:00,'2023-10-30 12:42:05')
110,Coupal Markou Commercial Realty,,,2023-10-12 11:21:00,'2023-10-30 12:42:05')
111,SVN Rock Advisors Inc,,,2023-10-12 11:21:00,'2023-10-30 12:42:05')
112,Commercial Focus Realty,,,2023-10-12 11:21:00,'2023-10-30 12:42:05')
113,ROCK Advisors Inc,,,2023-10-12 11:21:00,'2023-10-30 12:42:05')
114,Cushman &amp; Wakefield Ottawa,brookfieldfinancial.com,,2023-12-02 13:34:46,'2023-10-30 12:42:05')
115,CLV Realty Group,,,2023-10-12 11:21:00,'2023-10-30 12:42:05')
116,Incompro Realty Ltd,,,2023-10-12 11:21:01,'2023-10-30 12:42:05')
117,Coldwell Banker - Peter Benninger Real Estate,coldwellbanker.co.th,,2023-12-02 13:34:45,'2023-10-30 12:42:05')
118,Rock Apartment Advisors,,,2023-10-12 11:21:01,'2023-10-30 12:42:05')
119,DTZ Barnicke Waterloo Wellington Ltd,,,2023-10-12 11:21:01,'2023-10-30 12:42:05')
120,ROCK Apartment Advisors Inc,,,2023-10-12 11:21:01,'2023-10-30 12:42:05')
121,Primecorp Commercial Realty,,,2023-10-12 11:21:01,'2023-10-30 12:42:05')
122,Satco Realty,satco.com,,2023-12-02 13:34:45,'2023-10-30 12:42:05')
123,Property Manager,,,2023-10-12 11:21:02,'2023-10-30 12:42:05')
124,Rentex Realty Inc,homelife.com,,2023-12-02 13:41:56,'2023-10-30 12:42:05')
125,CMLS Realty,brookfieldfinancial.com,,2023-12-02 13:34:46,'2023-10-30 12:42:05')
126,Intercity Realty,intercity.co.nz,,2023-12-02 13:35:00,'2023-10-30 12:42:05')
127,Royal LePage RCR,,,2023-10-12 11:21:33,'2023-10-30 12:42:05')
128,Norman Hill Realty Inc,normanhill.com,,2023-12-02 13:34:45,'2023-10-30 12:42:05')
129,Paracom Real Estate Corp,paracom.ca,,2023-12-02 13:34:45,'2023-10-30 12:42:05')
130,Ashlar Urban Realty Inc,,,2023-10-12 11:21:34,'2023-10-30 12:42:05')
131,City Commercial Realty Group,citycommercialrealty.com,,2023-12-02 13:35:01,'2023-10-30 12:42:05')
132,"Gary Morassutti, David Tweedie &amp; Pat Luca, 416-842-8900 Avison Young",,,2023-10-12 11:21:39,'2023-10-30 12:42:05')
133,Capital North Commercial Realty,capitalnorthrealty.com,,2023-12-02 13:35:01,'2023-10-30 12:42:05')
134,416-842-8900  CIBC World Markets,cibcwm.com,,2023-12-02 13:35:08,'2023-10-30 12:42:05')
135,Royal LePage Kingsbury Realty,,,2023-10-12 11:21:46,'2023-10-30 12:42:05')
136,Steve Kewin &amp; Associates Inc,,,2023-10-12 11:21:50,'2023-10-30 12:42:05')
137,Royal LePage Credit Valley Real Estate,,,2023-10-12 11:21:50,'2023-10-30 12:42:05')
138,RE/MAX Realty Specialists,,,2023-10-12 11:21:50,'2023-10-30 12:42:05')
139,Royal LePage Real Estate Services Ltd,,,2023-10-12 11:21:53,'2023-10-30 12:42:05')
140,Homelife Miracle Realty,,,2023-10-12 11:22:04,'2023-10-30 12:42:05')
141,Brookfield Financial Real Estate,,,2023-10-12 11:22:04,'2023-10-30 12:42:05')
142,Paracom Realty Corp,,,2023-10-12 11:22:05,'2023-10-30 12:42:05')
143,Brookfield Financial,,,2023-10-12 11:22:05,'2023-10-30 12:42:05')
144,Cushman &amp; Wakefield Waterloo Region,,,2023-10-12 11:22:05,'2023-10-30 12:42:05')
145,Source 4 Realty Inc,,,2023-10-12 11:22:11,'2023-10-30 12:42:05')
146,Century 21 President Realty,,,2023-10-12 11:22:32,'2023-10-30 12:42:05')
147,CBRE,cbre.com,,2023-12-02 13:34:46,'2023-10-30 12:42:05')
148,Cushman &amp; Wakefield Kingston,,,2023-10-12 11:22:32,'2023-10-30 12:42:05')
149,Capital Commercial,capitalgrp.ca,,2023-12-02 13:35:01,'2023-10-30 12:42:05')
150,Lee &amp; Associates,cushwake.com,,2023-12-02 13:41:56,'2023-10-30 12:42:05')
151,Blair Blanchard Stapleton,bbsrealty.com,,2023-12-02 13:34:46,'2023-10-30 12:42:05')
152,Bridlepath Progressive Real Estate,,,2023-10-12 11:22:33,'2023-10-30 12:42:05')
153,Coupal Markou Commercial Real Estate Inc,,,2023-10-12 11:22:34,'2023-10-30 12:42:05')
154,Chestnut Park Realty SW,,,2023-10-12 11:22:34,'2023-10-30 12:42:05')
155,Keller Williams,,,2023-10-12 11:22:34,'2023-10-30 12:42:05')
156,Jones Lang LaSalle Real Estate Services Inc,jll.ca,,2023-12-02 13:34:46,'2023-10-30 12:42:05')
157,Indusite Realty,,,2023-10-12 11:22:34,'2023-10-30 12:42:05')
158,CDN Global (Ottawa) Ltd,,,2023-10-12 11:22:34,'2023-10-30 12:42:05')
159,Royal LePage Heartland,,,2023-10-12 11:22:35,'2023-10-30 12:42:05')
160,Spear Realty,spearrealty.net,,2023-12-02 13:34:46,'2023-10-30 12:42:05')
161,The Country Real Estate,,,2023-10-12 11:22:35,'2023-10-30 12:42:05')
162,Family Realty Niagara,,,2023-10-12 11:22:35,'2023-10-30 12:42:05')
163,Century 21 First Canadian Corp,,,2023-10-12 11:22:36,'2023-10-30 12:42:05')
164,Century 21 United Realty,century21.net,,2023-12-02 13:35:01,'2023-10-30 12:42:05')
165,Deerbrook Realty,,,2023-10-12 11:22:36,'2023-10-30 12:42:05')
166,Rexton Commercial,,,2023-10-12 11:22:36,'2023-10-30 12:42:05')
167,Rentex Realty,,,2023-10-12 11:22:36,'2023-10-30 12:42:05')
168,Real World Realty,,,2023-10-12 11:22:36,'2023-10-30 12:42:05')
169,Keller Williams Preferred Realty,kellerwilliamspreferredrealty.com,,2023-12-02 13:34:46,'2023-10-30 12:42:05')
170,Engel &amp; Volkers Collingwood,,,2023-10-12 11:22:36,'2023-10-30 12:42:05')
171,Royal LePage Signature,,,2023-10-12 11:22:36,'2023-10-30 12:42:05')
172,RE/MAX Real Estate Centre,remaxcentre.ca,,2023-12-02 13:34:47,'2023-10-30 12:42:05')
173,AimHome Realty,aimhomerealty.ca,,2023-12-02 13:35:10,'2023-10-30 12:42:05')
174,Royal LePage Triland Realty,royal.io,,2023-12-02 13:35:01,'2023-10-30 12:42:05')
175,Buckingham Realty (Windsor),,,2023-10-12 11:22:37,'2023-10-30 12:42:05')
176,Cresa Toronto Inc,,,2023-10-12 11:22:41,'2023-10-30 12:42:05')
177,Sutton Group Incentive Realty,,,2023-10-12 11:22:41,'2023-10-30 12:42:05')
178,Royal LePage In Touch Realty,,,2023-10-12 11:22:41,'2023-10-30 12:42:05')
179,Nicholson Realty,nicholsonrealty.com,,2023-12-02 13:34:47,'2023-10-30 12:42:05')
180,Peak Realty Ltd,peakrealtyltd.com,,2023-12-02 13:35:11,'2023-10-30 12:42:05')
181,Oakview Capital Inc,theblackburnpropertygroup.com,,2023-12-02 14:02:24,'2023-10-30 12:42:05')
182,Coldwell Banker Sun Realty,coldwellbankermoves.com,,2023-12-02 13:54:55,'2023-10-30 12:42:05')
183,Royal LePage Real Estate Professionals,,,2023-10-12 11:22:42,'2023-10-30 12:42:05')
184,Zinati Realty,,,2023-10-12 11:22:42,'2023-10-30 12:42:05')
185,Koble Commercial,,,2023-10-12 11:22:42,'2023-10-30 12:42:05')
186,Sutton Group Quantum Realty,,,2023-10-12 11:22:42,'2023-10-30 12:42:05')
187,Fairsquare Group Realty,fairsquare.ca,,2023-12-02 13:34:47,'2023-10-30 12:42:05')
188,RE/MAX Centre City,remaxlondon.com,,2023-12-02 13:35:11,'2023-10-30 12:42:05')
189,IPro Realty,iprorealty.com,,2023-12-02 13:35:11,'2023-10-30 12:42:05')
190,Royal LePage Meadowtowne Realty,meadowtownerealty.com,,2023-12-02 13:35:11,'2023-10-30 12:42:05')
191,Bosley Real Estate,bosleyrealestate.com,,2023-12-02 13:34:47,'2023-10-30 12:42:05')
192,RE/MAX Twin City Realty,remaxtwincity.com,,2023-12-02 13:34:47,'2023-10-30 12:42:05')
193,McIntyre Real Estate,mcintyrerealestate.com,,2023-12-02 13:34:47,'2023-10-30 12:42:05')
194,RE/MAX Escarpment,remaxescarpment.com,,2023-12-02 13:34:47,'2023-10-30 12:42:05')
195,Birdhouse Realty,,,2023-10-12 11:22:48,'2023-10-30 12:42:05')
196,Royal LePage RCR Realty,,,2023-10-12 11:22:48,'2023-10-30 12:42:05')
197,Brindley Auction Services,,,2023-10-12 11:22:49,'2023-10-30 12:42:05')
198,Faris Team Real Estate,,,2023-10-12 11:22:49,'2023-10-30 12:42:05')
199,RE/MAX Reliable Realty,,,2023-10-12 11:22:50,'2023-10-30 12:42:05')
200,RE/MAX Connex Realty,,,2023-10-12 11:22:53,'2023-10-30 12:42:05')
201,EXP Realty,exprealty.com,,2023-12-02 13:34:47,'2023-10-30 12:42:05')
202,Coldwell Banker Ronan Realty,coldwellbankerseaside.com,,2023-12-02 13:35:01,'2023-10-30 12:42:05')
203,Stone Castle Realty Group,,,2023-10-12 11:22:59,'2023-10-30 12:42:05')
204,Royal LePage Your Community Realty Inc,,,2023-10-12 11:22:59,'2023-10-30 12:42:05')
205,Culligan Real Estate,culliganrealestate.ca,,2023-12-02 13:34:47,'2023-10-30 12:42:05')
206,RE/MAX a-b Realty,remaxabrealty.ca,,2023-12-02 13:34:47,'2023-10-30 12:42:05')
207,RE/MAX Gold Realty,,,2023-10-12 11:22:59,'2023-10-30 12:42:05')
208,Maven Commercial,,,2023-10-12 11:23:00,'2023-10-30 12:42:05')
209,Homelife Superstars Real Estate,,,2023-10-12 11:23:00,'2023-10-30 12:42:05')
210,Mallette-Goring Inc,,,2023-10-12 11:23:03,'2023-10-30 12:42:05')
211,Royal LePage Commercial,,,2023-10-12 11:23:04,'2023-10-30 12:42:05')
212,Capital North Realty,capitalnorthrealty.com,,2023-12-02 13:34:52,'2023-10-30 12:42:05')
213,Buckingham Realty,,,2023-10-12 11:23:04,'2023-10-30 12:42:05')
214,Homelife Future Realty,homelifefuture.ca,,2023-12-02 13:34:52,'2023-10-30 12:42:05')
215,Cloud Realty Inc,,,2023-10-12 11:23:05,'2023-10-30 12:42:05')
216,RE/MAX West Realty,,,2023-10-12 11:23:05,'2023-10-30 12:42:05')
217,RE/MAX Preferred Realty,,,2023-10-12 11:23:06,'2023-10-30 12:42:05')
218,RE/MAX West Realty Inc,,,2023-10-12 11:23:26,'2023-10-30 12:42:05')
219,Jump Realty,,,2023-10-12 11:23:26,'2023-10-30 12:42:05')
220,Marcus &amp; Millichap,marcusmillichap.com,,2023-12-02 13:34:47,'2023-10-30 12:42:05')
221,Seligman Commercial Real Estate,,,2023-10-12 11:23:27,'2023-10-30 12:42:05')
222,RE/MAX Ultimate,,,2023-10-12 11:23:27,'2023-10-30 12:42:05')
223,Peak Real Estate,kineticrealestate.com,,2023-12-02 13:35:01,'2023-10-30 12:42:05')
224,Ellington Partners,,,2023-10-12 11:23:27,'2023-10-30 12:42:05')
225,Hunterra Real Estate Brokerage,,,2023-10-12 11:23:28,'2023-10-30 12:42:05')
226,Web Max Realty,,,2023-10-12 11:23:28,'2023-10-30 12:42:05')
227,Xoocca,,,2023-10-12 11:23:28,'2023-10-30 12:42:05')
228,Gilbert Realty Inc,,,2023-10-12 11:23:31,'2023-10-30 12:42:05')
229,Forest City Realty Ltd,forestcity.net,,2023-12-02 13:34:48,'2023-10-30 12:42:05')
230,First Choice Realty Ontario Ltd,,,2023-10-12 11:23:31,'2023-10-30 12:42:05')
231,Royal LePage Hiller Realty,,,2023-10-12 11:23:31,'2023-10-30 12:42:05')
232,Keller Williams Innovation Realty,,,2023-10-12 11:23:31,'2023-10-30 12:42:05')
233,Century 21 In-Studio Realty Inc,,,2023-10-12 11:23:32,'2023-10-30 12:42:05')
234,Royal LePage Don Hamilton Real Estate,,,2023-10-12 11:23:32,'2023-10-30 12:42:05')
235,RE/MAX Hallmark Realty Group,,,2023-10-12 11:23:32,'2023-10-30 12:42:05')
236,Sage Real Estate Ltd,sagerealestate.ca,,2023-12-02 13:34:48,'2023-10-30 12:42:05')
237,Royal LePage ProAlliance Realty,,,2023-10-12 11:23:33,'2023-10-30 12:42:05')
238,New Continent Realty,realtor.com,,2023-12-02 13:34:48,'2023-10-30 12:42:05')
239,Chestnut Park Real Estate Ltd,chestnutpark.com,,2023-12-02 13:34:54,'2023-10-30 12:42:05')
240,Bowes &amp; Cocks Ltd,,,2023-10-12 11:23:33,'2023-10-30 12:42:05')
241,Harvey Kalles Real Estate,,,2023-10-12 11:23:33,'2023-10-30 12:42:05')
242,Qube Properties Ltd,dukeproperties.com,,2023-12-02 13:35:01,'2023-10-30 12:42:05')
243,Sutton Group Preferred Realty,suttoncomms.com,,2023-12-02 13:35:01,'2023-10-30 12:42:05')
244,Keller Williams Energy Realty,,,2023-10-12 11:23:34,'2023-10-30 12:42:05')
245,Sutton Group Realty Systems,suttonexperts.com,,2023-12-02 13:35:01,'2023-10-30 12:42:05')
246,Slavins &amp; Associates Real Estate,,,2023-10-12 11:23:34,'2023-10-30 12:42:05')
247,RE/MAX Capital Diamond,,,2023-10-12 11:23:34,'2023-10-30 12:42:05')
248,World Class Realty Point,,,2023-10-12 11:23:34,'2023-10-30 12:42:05')
249,Realinvest Canada,,,2023-10-12 11:23:34,'2023-10-30 12:42:05')
250,Royal LePage Crown Realty,,,2023-10-12 11:23:34,'2023-10-30 12:42:05')
251,Homelife Landmark RH Realty,,,2023-10-12 11:23:34,'2023-10-30 12:42:05')
252,Royal LePage Heritage Realty,,,2023-10-12 11:23:34,'2023-10-30 12:42:05')
253,RE/MAX Hallmark Realty,,,2023-10-12 11:23:34,'2023-10-30 12:42:05')
254,Mincom Kawartha Lakes Realty,,,2023-10-12 11:23:34,'2023-10-30 12:42:05')
255,RE/MAX Premier,remax.net,,2023-12-02 13:34:54,'2023-10-30 12:42:05')
256,Prime Real Estate,primebrokerage.ca,,2023-12-02 13:34:48,'2023-10-30 12:42:05')
257,Realawstate Realty,legacysfhomes.com,,2023-12-02 13:34:48,'2023-10-30 12:42:05')
258,RE/MAX Escarpment Realty,remaxescarpment.com,,2023-12-02 13:34:48,'2023-10-30 12:42:05')
259,McGarr Realty Corp,,,2023-10-12 11:23:35,'2023-10-30 12:42:05')
260,Petrus Realty,,,2023-10-12 11:23:35,'2023-10-30 12:42:05')
261,Investpro Realty,investprorealty.net,,2023-12-02 13:34:55,'2023-10-30 12:42:05')
262,Royal LePage First Contact Realty,,,2023-10-12 11:23:35,'2023-10-30 12:42:05')
263,Keller Williams Legacies Realty,,,2023-10-12 11:23:36,'2023-10-30 12:42:05')
264,Midevco Commercial Realty Corp,,,2023-10-12 11:23:53,'2023-10-30 12:42:05')
265,Manor Windsor Realty,realtor.ca,,2023-12-02 13:34:48,'2023-10-30 12:42:05')
266,Royal LePage Flower City Realty,royal.io,,2023-12-02 13:35:01,'2023-10-30 12:42:05')
267,Northstone Realty Inc,,,2023-10-12 11:23:59,'2023-10-30 12:42:05')
268,Land Services Group Realty,,,2023-10-12 11:23:59,'2023-10-30 12:42:05')
269,Micor Realty Corp,,,2023-10-12 11:24:00,'2023-10-30 12:42:05')
270,Upperside Real Estate,uppersiderealestate.com,,2023-12-02 13:34:55,'2023-10-30 12:42:05')
271,Sutton Group - Security Real Estate,sutton.com,,2023-12-02 13:34:55,'2023-10-30 12:42:05')
272,Century 21 Leading Edge Realty,,,2023-10-12 11:24:29,'2023-10-30 12:42:05')
273,Urban Real Estate Ltd,,,2023-10-12 11:24:29,'2023-10-30 12:42:05')
274,Canadian Commercial Realty,,,2023-10-12 11:24:29,'2023-10-30 12:42:05')
275,Colliers International Niagara,colliers.com,,2023-12-02 13:34:55,'2023-10-30 12:42:05')
276,Royal LePage Supreme,,,2023-10-12 11:24:30,'2023-10-30 12:42:05')
277,Royal LePage Binder,royallepagebinder.com,,2023-12-02 13:34:48,'2023-10-30 12:42:05')
278,AMDirect Real Estate Services,,,2023-10-12 11:24:30,'2023-10-30 12:42:05')
279,RE/MAX Ultimate Realty,carolaustin.com,,2023-12-02 13:34:48,'2023-10-30 12:42:05')
280,Synercapital,synercapital.ca,,2023-12-02 13:34:56,'2023-10-30 12:42:05')
281,Tom Jones &amp; Sons Ltd,,,2023-10-12 11:24:35,'2023-10-30 12:42:05')
282,Mallette-Goring Real Estate,,,2023-10-12 11:24:35,'2023-10-30 12:42:05')
283,Homelife Superstars,,,2023-10-12 11:24:35,'2023-10-30 12:42:05')
284,Chi Real Estate,,,2023-10-12 11:24:35,'2023-10-30 12:42:05')
285,Royal Star Realty,,,2023-10-12 11:24:35,'2023-10-30 12:42:05')
286,RE/MAX Hallmark Chay Realty,,,2023-10-12 11:24:47,'2023-10-30 12:42:05')
287,Creiland Consultants Realty,,,2023-10-12 11:24:47,'2023-10-30 12:42:05')
288,Nordale Realty &amp; Associates,,,2023-10-12 11:24:47,'2023-10-30 12:42:05')
289,Ellington Partners Corporate Real Estate Advisors,,,2023-10-12 11:24:51,'2023-10-30 12:42:05')
290,Homelife New World Realty Inc,homelifenewworld.com,,2023-12-02 13:34:56,'2023-10-30 12:42:05')
291,Indusite Realty Corporation,,,2023-10-12 11:24:51,'2023-10-30 12:42:05')
292,Colliers,colliers.com,,2023-12-02 13:35:01,'2023-10-30 12:42:05')
